pmid,pmcid,doi,title,journal,year,open_access_fulltext,named_drugs,holding_potentials,potency_values_in_tables,score,retrieval
27375106,PMC5012949,10.1111/epi.13461,The SCN8A encephalopathy mutation p.Ile1327Val displays elevated sensitivity to the anticonvulsant phenytoin.,Epilepsia,2016,False,,,0,1,closed access: please retrieve
33297863,PMC7864884,10.1161/circresaha.120.316819,RYR2 Channel Inhibition Is the Principal Mechanism of Flecainide Action in CPVT.,Circ Res,2021,False,,,0,1,closed access: please retrieve
23442856,PMC3552273,10.1016/j.bpj.2012.11.3830,Combined modifications of mexiletine pharmacophores for new lead blockers of Na(v)1.4 channels.,Biophys J,2013,False,,,0,1,closed access: please retrieve
30792243,PMC6439525,10.1124/jpet.118.254938,Differential Inhibition of Neuronal Sodium Channel Subtypes by the General Anesthetic Isoflurane.,J Pharmacol Exp Ther,2019,False,,,0,1,closed access: please retrieve
35932971,PMC10076083,10.1016/j.ibmb.2022.103814,Characterization of two kdr mutations at predicted pyrethroid receptor site 2 in the sodium channels of Aedes aegypti and Nilaparvata lugens.,Insect Biochem Mol Biol,2022,False,,,0,1,closed access: please retrieve
24117196,PMC3904262,10.1111/bph.12465,"The opioid methadone induces a local anaesthetic-like inhibition of the cardiac Na⁺ channel, Na(v)1.5.",Br J Pharmacol,2014,False,,,0,1,closed access: please retrieve
39700269,PMC13064864,10.1126/science.adp6547,Boosting neuronal activity-driven mitochondrial DNA transcription improves cognition in aged mice.,Science,2024,False,,,0,1,closed access: please retrieve
34423271,PMC8369682,10.1021/acsptsci.1c00072,Pharmacological Inhibition of the Voltage-Gated Sodium Channel Na<sub>V</sub>1.7 Alleviates Chronic Visceral Pain in a Rodent Model of Irritable Bowel Syndrome.,ACS Pharmacol Transl Sci,2021,False,,,0,1,closed access: please retrieve
21821778,PMC3197375,10.1152/ajpheart.00242.2011,Mechanisms of atrial-selective block of Na⁺ channels by ranolazine: I. Experimental analysis of the use-dependent block.,Am J Physiol Heart Circ Physiol,2011,False,,,0,1,closed access: please retrieve
34320850,PMC8461825,10.1152/jn.00184.2021,A novel gain-of-function sodium channel β2 subunit mutation in idiopathic small fiber neuropathy.,J Neurophysiol,2021,False,,,0,1,closed access: please retrieve
27694909,PMC5260836,10.1038/aps.2016.97,Inhibitory effects of hesperetin on Nav1.5 channels stably expressed in HEK 293 cells and on the voltage-gated cardiac sodium current in human atrial myocytes.,Acta Pharmacol Sin,2016,False,,,0,1,closed access: please retrieve
39698272,PMC11650742,10.1021/acsptsci.4c00494,A Comprehensive Overview of the Current Status and Advancements in Various Treatment Strategies against Epilepsy.,ACS Pharmacol Transl Sci,2024,False,,,0,1,closed access: please retrieve
28119481,PMC5363714,10.1124/mol.116.106401,Lacosamide Inhibition of Nav1.7 Voltage-Gated Sodium Channels: Slow Binding to Fast-Inactivated States.,Mol Pharmacol,2017,False,,,0,1,closed access: please retrieve
29958221,,10.1213/ane.0000000000003597,Potent Inactivation-Dependent Inhibition of Adult and Neonatal NaV1.5 Channels by Lidocaine and Levobupivacaine.,Anesth Analg,2018,False,,,0,1,closed access: please retrieve
30650182,PMC6451064,10.1111/bph.14577,The citrus flavanone hesperetin preferentially inhibits slow-inactivating currents of a long QT syndrome type 3 syndrome Na<sup>+</sup> channel mutation.,Br J Pharmacol,2019,False,,,0,1,closed access: please retrieve
31391290,PMC6738535,10.1124/mol.119.117531,Structural Basis for Diltiazem Block of a Voltage-Gated Ca<sup>2+</sup> Channel.,Mol Pharmacol,2019,False,,,0,1,closed access: please retrieve
20735403,PMC3000664,10.1111/j.1476-5381.2010.00976.x,Ranolazine selectively blocks persistent current evoked by epilepsy-associated Naν1.1 mutations.,Br J Pharmacol,2010,False,,,0,1,closed access: please retrieve
34312669,PMC8743002,10.1093/hmg/ddab217,Common variants in SCN10A gene associated with Brugada syndrome.,Hum Mol Genet,2021,False,,,0,1,closed access: please retrieve
25922183,PMC4461516,10.1016/j.bmc.2015.04.014,"Chimeric derivatives of functionalized amino acids and α-aminoamides: compounds with anticonvulsant activity in seizure models and inhibitory actions on central, peripheral, and ca",Bioorg Med Chem,2015,False,,,0,1,closed access: please retrieve
26089447,PMC4471819,10.1093/bja/aev203,Activity-dependent depression of neuronal sodium channels by the general anaesthetic isoflurane.,Br J Anaesth,2015,False,,,0,1,closed access: please retrieve
35315190,PMC9359671,10.1002/cbic.202100625,Chemical and Biological Tools for the Study of Voltage-Gated Sodium Channels in Electrogenesis and Nociception.,Chembiochem,2022,False,,,0,1,closed access: please retrieve
25028482,PMC4164981,10.1124/mol.114.093104,Fluoxetine blocks Nav1.5 channels via a mechanism similar to that of class 1 antiarrhythmics.,Mol Pharmacol,2014,False,,,0,1,closed access: please retrieve
28832970,PMC5647187,10.1111/bph.13985,Differential binding of tetrodotoxin and its derivatives to voltage-sensitive sodium channel subtypes (Na<sub>v</sub> 1.1 to Na<sub>v</sub> 1.7).,Br J Pharmacol,2017,False,,,0,1,closed access: please retrieve
21453355,PMC3093448,10.1111/j.1528-1167.2011.03040.x,SCN1A splice variants exhibit divergent sensitivity to commonly used antiepileptic drugs.,Epilepsia,2011,False,,,0,1,closed access: please retrieve
35902765,PMC9712530,10.1038/s41401-022-00955-x,SCN8A epileptic encephalopathy mutations display a gain-of-function phenotype and divergent sensitivity to antiepileptic drugs.,Acta Pharmacol Sin,2022,False,,,0,1,closed access: please retrieve
31866066,PMC6986426,10.1016/j.cell.2019.11.041,Structure of the Cardiac Sodium Channel.,Cell,2020,False,,,0,1,closed access: please retrieve
26051112,PMC4648112,10.1038/aps.2015.26,Inhibition of Nav1.7 channels by methyl eugenol as a mechanism underlying its antinociceptive and anesthetic actions.,Acta Pharmacol Sin,2015,False,,,0,1,closed access: please retrieve
29928068,PMC6005695,10.1016/b978-0-12-417010-0.00005-7,Voltage-Gated Sodium Channels as Insecticide Targets.,Adv In Insect Phys,2014,False,,,0,1,closed access: please retrieve
31372899,PMC6940421,10.1007/s12264-019-00413-5,SCN9A Epileptic Encephalopathy Mutations Display a Gain-of-function Phenotype and Distinct Sensitivity to Oxcarbazepine.,Neurosci Bull,2020,False,,,0,1,closed access: please retrieve
25422141,PMC4293450,10.1124/mol.114.094789,Reporting sodium channel activity using calcium flux: pharmacological promiscuity of cardiac Nav1.5.,Mol Pharmacol,2015,False,,,0,1,closed access: please retrieve
25692452,,10.1213/ane.0000000000000646,A Comparative Analysis of Bupivacaine and Ropivacaine Effects on Human Cardiac SCN5A Channels.,Anesth Analg,2015,False,,,0,1,closed access: please retrieve
21536754,PMC3141889,10.1124/mol.110.070276,Inhibition of neuronal voltage-gated sodium channels by brilliant blue G.,Mol Pharmacol,2011,False,,,0,1,closed access: please retrieve
23202797,PMC4011620,10.1038/aps.2012.157,Comparison of the effects of antiarrhythmic drugs flecainide and verapamil on fKv1.4ΔN channel currents in Xenopus oocytes.,Acta Pharmacol Sin,2013,False,,,0,1,closed access: please retrieve
33232657,PMC8043720,10.1016/j.molcel.2020.10.039,Structural Basis for High-Affinity Trapping of the Na&lt;sub&gt;V&lt;/sub&gt;1.7 Channel in Its Resting State by Tarantula Toxin.,Mol Cell,2021,False,,,0,1,closed access: please retrieve
33988876,PMC8643097,10.1111/bph.15531,Inhibition of inflammatory pain and cough by a novel charged sodium channel blocker.,Br J Pharmacol,2021,False,,,0,1,closed access: please retrieve
32114117,PMC7096269,10.1016/j.neulet.2020.134853,"The voltage-gated sodium channel inhibitor, 4,9-anhydrotetrodotoxin, blocks human Na<sub>v</sub>1.1 in addition to Na<sub>v</sub>1.6.",Neurosci Lett,2020,False,,,0,1,closed access: please retrieve
16921388,PMC2014276,10.1038/sj.bjp.0706867,Evaluation of the pharmacological activity of the major mexiletine metabolites on skeletal muscle sodium currents.,Br J Pharmacol,2006,False,,,0,1,closed access: please retrieve
22033299,,10.2220/biomedres.32.303,Enhancing effects of salicylate on quinidine-induced block of human wild type and LQT3 related mutant cardiac Na+ channels.,Biomed Res,2011,False,,,0,1,closed access: please retrieve
27246624,PMC4988462,10.1080/19336950.2016.1190055,FGF13 modulates the gating properties of the cardiac sodium channel Na<sub>v</sub>1.5 in an isoform-specific manner.,Channels (Austin),2016,False,,,0,1,closed access: please retrieve
29990839,PMC6492542,10.1016/j.biopha.2018.06.157,"Pharmacological and toxicological activity of RSD921, a novel sodium channel blocker.",Biomed Pharmacother,2018,False,,,0,1,closed access: please retrieve
26342072,PMC4666979,10.1152/ajpheart.00805.2014,Rate-dependent activation failure in isolated cardiac cells and tissue due to Na+ channel block.,Am J Physiol Heart Circ Physiol,2015,False,,,0,1,closed access: please retrieve
27586280,PMC12862854,10.1016/bs.ctm.2015.12.003,Biophysical Adaptations of Prokaryotic Voltage-Gated Sodium Channels.,Curr Top Membr,2016,False,,,0,1,closed access: please retrieve
22609834,PMC4010371,10.1038/aps.2012.22,18β-Glycyrrhetinic acid preferentially blocks late Na current generated by ΔKPQ Nav1.5 channels.,Acta Pharmacol Sin,2012,False,,,0,1,closed access: please retrieve
25008571,PMC5562622,10.1007/s12264-013-1449-1,Voltage-dependent blockade by bupivacaine of cardiac sodium channels expressed in Xenopus oocytes.,Neurosci Bull,2014,False,,,0,1,closed access: please retrieve
23472826,PMC3682716,10.1111/bph.12150,"Effects of the antianginal drug, ranolazine, on the brain sodium channel Na(V)1.2 and its modulation by extracellular protons.",Br J Pharmacol,2013,False,,,0,1,closed access: please retrieve
21821780,PMC3197376,10.1152/ajpheart.00243.2011,Mechanisms of atrial-selective block of Na⁺ channels by ranolazine: II. Insights from a mathematical model.,Am J Physiol Heart Circ Physiol,2011,False,,,0,1,closed access: please retrieve
22678159,PMC3401508,10.1007/s10549-012-2102-9,Therapeutic potential for phenytoin: targeting Na(v)1.5 sodium channels to reduce migration and invasion in metastatic breast cancer.,Breast Cancer Res Treat,2012,False,,,0,1,closed access: please retrieve
27158117,PMC5024723,10.1016/j.ejphar.2016.05.006,A novel substituted aminoquinoline selectively targets voltage-sensitive sodium channel isoforms and NMDA receptor subtypes and alleviates chronic inflammatory and neuropathic pain,Eur J Pharmacol,2016,False,,,0,1,closed access: please retrieve
27489371,PMC5144711,10.1152/jn.01060.2015,Effect of phenytoin on sodium conductances in rat hippocampal CA1 pyramidal neurons.,J Neurophysiol,2016,False,,,0,1,closed access: please retrieve
21317558,,10.4161/chan.5.2.14851,Ranolazine block of human Na v 1.4 sodium channels and paramyotonia congenita mutants.,Channels (Austin),2011,False,,,0,1,closed access: please retrieve
30728472,PMC6499689,10.1038/s41573-019-0013-8,Antibodies and venom peptides: new modalities for ion channels.,Nat Rev Drug Discov,2019,False,,,0,1,closed access: please retrieve
26407935,PMC5739882,10.1016/j.ibmb.2015.09.011,Mutations in the transmembrane helix S6 of domain IV confer cockroach sodium channel resistance to sodium channel blocker insecticides and local anesthetics.,Insect Biochem Mol Biol,2015,False,,,0,1,closed access: please retrieve
20888415,PMC3022535,10.1016/j.ibmb.2010.09.010,Analysis of the action of lidocaine on insect sodium channels.,Insect Biochem Mol Biol,2011,False,,,0,1,closed access: please retrieve
39189871,PMC11918310,10.1152/physiol.00029.2024,Harnessing Deep Learning Methods for Voltage-Gated Ion Channel Drug Discovery.,Physiology (Bethesda),2025,False,,,0,1,closed access: please retrieve
19225394,PMC2699670,10.1097/aln.0b013e318197941e,Comparative effects of halogenated inhaled anesthetics on voltage-gated Na+ channel function.,Anesthesiology,2009,False,,,0,1,closed access: please retrieve
24909513,PMC4088281,10.1038/aps.2014.30,Metergoline inhibits the neuronal Nav1.2 voltage-dependent Na(+) channels expressed in Xenopus oocytes.,Acta Pharmacol Sin,2014,False,,,0,1,closed access: please retrieve
34195804,PMC10081811,10.1042/bcj20210336,Mapping the interaction surface of scorpion β-toxins with an insect sodium channel.,Biochem J,2021,False,,,0,1,closed access: please retrieve
20590641,PMC2938822,10.1111/j.1476-5381.2010.00816.x,Molecular determinants of state-dependent block of voltage-gated sodium channels by pilsicainide.,Br J Pharmacol,2010,False,,,0,1,closed access: please retrieve
20718741,PMC2962818,10.1111/j.1476-5381.2010.00884.x,Selective inhibition of persistent sodium current by F 15845 prevents ischaemia-induced arrhythmias.,Br J Pharmacol,2010,False,,,0,1,closed access: please retrieve
24013950,PMC3765036,10.1016/j.pestbp.2009.09.001,Mechanism of action of sodium channel blocker insecticides (SCBIs) on insect sodium channels.,Pestic Biochem Physiol,2010,False,,,0,1,closed access: please retrieve
21943094,PMC3413854,10.1111/j.1476-5381.2011.01674.x,Inhibition of voltage-gated Na(+)  currents in sensory neurones by the sea anemone toxin APETx2.,Br J Pharmacol,2012,False,,,0,1,closed access: please retrieve
28337316,PMC5346992,10.1021/acsmedchemlett.7b00049,Bicyclic Ketone Sulfonamide Compounds.,ACS Med Chem Lett,2017,False,,,0,1,closed access: please retrieve
22992485,PMC3508782,10.4161/chan.21807,Molecular and functional determinants of local anesthetic inhibition of NaChBac.,Channels (Austin),2012,False,,,0,1,closed access: please retrieve
34471816,PMC8370280,10.1089/bioe.2019.0012,Cationic Modulation of Voltage-Gated Sodium Channel (Nav1.5): Neonatal Versus Adult Splice Variants-1. Monovalent (H<sup>+</sup>) Ions.,Bioelectricity,2019,False,,,0,1,closed access: please retrieve
18952887,PMC2685906,10.1124/jpet.108.144709,Modulation of sodium channel inactivation gating by a novel lactam: implications for seizure suppression in chronic limbic epilepsy.,J Pharmacol Exp Ther,2009,False,,,0,1,closed access: please retrieve
24862204,PMC4126848,10.1111/epi.12657,Antiepileptic activity of preferential inhibitors of persistent sodium current.,Epilepsia,2014,False,,,0,1,closed access: please retrieve
35088838,PMC10060693,10.1093/brain/awac031,Stem cell-derived sensory neurons modelling inherited erythromelalgia: normalization of excitability.,Brain,2023,False,,,0,1,closed access: please retrieve
19672182,PMC2756082,10.1097/aln.0b013e3181af64d4,Isoflurane inhibits the tetrodotoxin-resistant voltage-gated sodium channel Nav1.8.,Anesthesiology,2009,False,,,0,1,closed access: please retrieve
23818614,PMC3718154,10.1073/pnas.1220844110,Voltage sensor interaction site for selective small molecule inhibitors of voltage-gated sodium channels.,Proc Natl Acad Sci U S A,2013,False,,,0,1,closed access: please retrieve
31300524,PMC6733551,10.1523/jneurosci.2817-18.2019,Tetrodotoxin-Sensitive Sodium Channels Mediate Action Potential Firing and Excitability in Menthol-Sensitive Vglut3-Lineage Sensory Neurons.,J Neurosci,2019,False,,,0,1,closed access: please retrieve
25625641,PMC4409913,10.1111/bph.13092,"A novel selective and orally bioavailable Nav 1.8 channel blocker, PF-01247324, attenuates nociception and sensory neuron excitability.",Br J Pharmacol,2015,False,,,0,1,closed access: please retrieve
36898837,PMC10089249,10.1523/jneurosci.2320-22.2023,Species-Specific Adaptation for Ongoing High-Frequency Action Potential Generation in MNTB Neurons.,J Neurosci,2023,False,,,0,1,closed access: please retrieve
24563546,PMC3990017,10.1124/mol.113.091173,Block of human cardiac sodium channels by lacosamide: evidence for slow drug binding along the activation pathway.,Mol Pharmacol,2014,False,,,0,1,closed access: please retrieve
27449698,PMC5056228,10.1111/bph.13563,"The novel late Na<sup>+</sup> current inhibitor, GS-6615 (eleclazine) and its anti-arrhythmic effects in rabbit isolated heart preparations.",Br J Pharmacol,2016,False,,,0,1,closed access: please retrieve
31822620,PMC6936711,10.1073/pnas.1909696116,Valproic acid interactions with the NavMs voltage-gated sodium channel.,Proc Natl Acad Sci U S A,2019,False,,,0,1,closed access: please retrieve
30108793,PMC6072352,10.1039/c6md00578k,"Discovery and hit-to-lead evaluation of piperazine amides as selective, state-dependent Na<sub>V</sub>1.7 inhibitors.",Medchemcomm,2017,False,,,0,1,closed access: please retrieve
18574460,PMC2538694,10.1038/bjp.2008.255,High-affinity blockade of voltage-operated skeletal muscle and neuronal sodium channels by halogenated propofol analogues.,Br J Pharmacol,2008,False,,,0,1,closed access: please retrieve
24809977,,10.1097/aln.0000000000000296,"Neurosteroids allopregnanolone sulfate and pregnanolone sulfate have diverse effect on the α subunit of the neuronal voltage-gated sodium channels Nav1.2, Nav1.6, Nav1.7, and Nav1.",Anesthesiology,2014,False,,,0,1,closed access: please retrieve
39480263,PMC12239863,10.1152/physrev.00030.2024,Axon initial segment structure and function in health and disease.,Physiol Rev,2025,False,,,0,1,closed access: please retrieve
19171938,PMC2659242,10.1074/jbc.m806871200,Functional Interactions between Distinct Sodium Channel Cytoplasmic Domains through the Action of Calmodulin.,J Biol Chem,2009,False,,,0,1,closed access: please retrieve
29791744,PMC6016627,10.1111/bph.14338,PF-06526290 can both enhance and inhibit conduction through voltage-gated sodium channels.,Br J Pharmacol,2018,False,,,0,1,closed access: please retrieve
20601018,,10.1016/j.vascn.2010.06.007,Assessing use-dependent inhibition of the cardiac Na(+/-) current (I(Na)) in the PatchXpress automated patch clamp.,J Pharmacol Toxicol Methods,2010,False,,,0,1,closed access: please retrieve
26220736,PMC4621986,10.1111/bph.13259,Addition of a single methyl group to a small molecule sodium channel inhibitor introduces a new mode of gating modulation.,Br J Pharmacol,2015,False,,,0,1,closed access: please retrieve
36732074,PMC10010452,10.1523/jneurosci.1387-22.2022,Carbogen-Induced Respiratory Acidosis Blocks Experimental Seizures by a Direct and Specific Inhibition of Na<sub>V</sub>1.2 Channels in the Axon Initial Segment of Pyramidal Neuron,J Neurosci,2023,False,,,0,1,closed access: please retrieve
26708501,PMC4718755,10.1016/j.taap.2015.12.007,Effects of the β1 auxiliary subunit on modification of Rat Na(v)1.6 sodium channels expressed in HEK293 cells by the pyrethroid insecticides tefluthrin and deltamethrin.,Toxicol Appl Pharmacol,2016,False,,,0,1,closed access: please retrieve
31315976,PMC6681712,10.1073/pnas.1902917116,Opening TRPP2 (<i>PKD2L1</i>) requires the transfer of gating charges.,Proc Natl Acad Sci U S A,2019,False,,,0,1,closed access: please retrieve
21232038,PMC3188891,10.1111/j.1476-5381.2011.01209.x,Lidocaine reduces the transition to slow inactivation in Na(v)1.7 voltage-gated sodium channels.,Br J Pharmacol,2011,False,,,0,1,closed access: please retrieve
21488862,PMC3174406,10.1111/j.1476-5381.2011.01433.x,The 'overly-sensitive' heart: sodium channel block and QRS interval prolongation.,Br J Pharmacol,2011,False,,,0,1,closed access: please retrieve
42050518,PMC13270567,10.1186/s12915-026-02611-w,Cytochrome P450 inhibition impedes the insecticide pyrethroid effects on insects through Nav channels regulation.,BMC Biol,2026,True,,,0,0,read here
39185478,PMC11343317,10.1038/s44161-023-00271-5,Structural basis for inhibition of the cardiac sodium channel by the atypical antiarrhythmic drug ranolazine.,Nat Cardiovasc Res,2023,True,,,0,0,open access but full text unavailable
41277224,PMC12989817,10.33594/000000823,Identification of Novel Kv1.3 Channel-Interacting Proteins Using Proximity Labelling in T-Cells.,Cell Physiol Biochem,2025,True,,,0,0,read here
41705663,PMC12916103,10.7554/elife.103784,Impaired excitability of fast-spiking neurons in a novel mouse model of &lt;i&gt;KCNC1&lt;/i&gt; epileptic encephalopathy.,Elife,2026,True,,-65,0,0,read here
33487118,PMC7833769,10.1080/19336950.2020.1870087,Assessing the impact of pain-linked Nav1.7 variants: An example of two variants with no biophysical effect.,Channels (Austin),2021,True,,,0,0,read here
36933217,PMC10106091,10.1016/j.celrep.2023.112247,Somatic and terminal CB1 receptors are differentially coupled to voltage-gated sodium channels in neocortical neurons.,Cell Rep,2023,True,,,0,0,open access but full text unavailable
,PMC13232184,,MeCP2 is Necessary in Cerebellar Purkinje Cells for Precise Network Dynamics During Associative Motor Learning,bioRxiv,2026,True,,,0,0,read here
35300108,PMC8920867,10.1016/j.bbrep.2022.101249,Characterization of the novel heterozygous <i>SCN5A</i> genetic variant Y739D associated with Brugada syndrome.,Biochem Biophys Rep,2022,True,,-20,0,0,read here
37139703,PMC10320719,10.1242/dmm.049704,Optical measurement of gating pore currents in hypokalemic periodic paralysis model cells.,Dis Model Mech,2023,True,,,0,0,read here
34004185,PMC8772296,10.1016/j.yjmcc.2021.05.007,Mechanisms of flecainide induced negative inotropy: An in silico study.,J Mol Cell Cardiol,2021,True,,,0,0,open access but full text unavailable
39400205,PMC11555705,10.1042/bst20240165,Voltage-clamp fluorometry for advancing mechanistic understanding of ion channel mechanisms with a focus on acid-sensing ion channels.,Biochem Soc Trans,2024,True,,,0,0,read here
37404129,PMC10365838,10.7554/elife.84387,Cholinergic modulation shifts the response of CA1 pyramidal cells to depolarizing ramps via TRPM4 channels with potential implications for place field firing.,Elife,2023,True,,,0,0,read here
24886690,PMC4030284,10.1186/1756-6606-7-36,Block of T-type calcium channels by protoxins I and II.,Mol Brain,2014,True,,,0,0,read here
31767896,PMC6877610,10.1038/s41598-019-53662-9,"Phenomenological models of Na<sub>V</sub>1.5. A side by side, procedural, hands-on comparison between Hodgkin-Huxley and kinetic formalisms.",Sci Rep,2019,True,,,0,0,read here
35015304,PMC9303580,10.1002/1873-3468.14279,The T1-tetramerisation domain of Kv1.2 rescues expression and preserves function of a truncated NaChBac sodium channel.,FEBS Lett,2022,True,,,0,0,read here
