endpoint,split,smiles,measured,probability,called,max_tanimoto_to_training
A2A,cross_source,CC(C)(O)CN1CCC(C2CCN(C(=O)[C@@H]3CCN3c3cc4nc(-c5ccco5)nn4c(N)n3)CC2)CC1,1,0.98037,True,0.4691
A2A,cross_source,CC(C)(O)CN1CCN(C(=O)[C@@H]2CCN2c2nc(N)n3nc(-c4ccco4)nc3n2)CC1,1,0.99116,True,0.6
A2A,cross_source,CC(C)(O)CNC(=O)c1ccc2nc(-c3cccc(C#N)c3)c(Br)n2n1,1,0.18234,False,0.45
A2A,cross_source,CC(C)(O)c1cc(-c2sc(NC(=O)N3CC4(COC4)C3)nc2-c2cccc(C#N)c2)cc(Cl)n1,1,0.05621,False,0.3034
A2A,cross_source,CC(C)(O)c1ccc([C@H]2C[C@@H](c3nc4c5cc(F)cc(F)c5nc(N)n4n3)C2)nc1,1,0.99162,True,0.6765
A2A,cross_source,CC(C)(O)c1ccc([C@H]2C[C@H](c3nc4c5cc(F)cc(F)c5nc(N)n4n3)C2)nc1,1,0.99162,True,0.6765
A2A,cross_source,CC(C)C1CCC(N2CCN(C(=O)[C@@H]3CCCN3c3nc(N)n4nc(-c5ccco5)nc4n3)CC2)CC1,1,0.98665,True,0.5263
A2A,cross_source,CC(C)CCN=Nc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,1,0.95926,True,0.5753
A2A,cross_source,CC(C)CN=Nc1nc(N)c2ncn(C3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,1,0.97728,True,0.5915
A2A,cross_source,CC(C)C[C@H](Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=O)N1CCN(CC(F)(F)F)CC1,1,0.99242,True,0.5507
A2A,cross_source,CC(C)N=Nc1nc(N)c2ncn(C3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,1,0.97187,True,0.6087
A2A,cross_source,CC(C)[C@H](Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=O)N1CCN(CC(C)(C)F)CC1,1,0.99275,True,0.5588
A2A,cross_source,CC(C)[C@H](Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=O)N1CCN(CC(C)(F)F)CC1,1,0.99253,True,0.5588
A2A,cross_source,CC(C)[C@H](Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=O)N1CCN(CC(F)(F)F)CC1,1,0.99308,True,0.5672
A2A,cross_source,CC(C)[C@H](Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=O)N1CCN(CC(F)F)CC1,1,0.99321,True,0.5846
A2A,cross_source,CC(C)c1cn2c(Cl)c(N)nc(-c3ccccc3)c2n1,1,0.84481,False,0.3529
A2A,cross_source,CC(C)n1nnc2c1CCN(CCc1nc3cc(-c4cccc(C#N)c4F)nc(N)n3n1)C2,1,0.75359,False,0.301
A2A,cross_source,CC(F)(F)CN1CC2(CCN(C(=O)[C@@H]3CCCN3c3nc(N)n4nc(-c5ccco5)nc4n3)CC2)C1,1,0.97679,True,0.519
A2A,cross_source,CC(F)(F)CN1CCC(C2CCN(C(=O)[C@@H]3CCCN3c3cc4nc(-c5ccco5)nn4c(N)n3)CC2)CC1,1,0.96994,True,0.4878
A2A,cross_source,CC(F)(F)CN1CCC(C2CCN(C(=O)[C@@H]3CCCN3c3nc(N)n4nc(-c5ccco5)nc4n3)CC2)CC1,1,0.97882,True,0.5325
A2A,cross_source,CC(F)(F)CN1CCC(N2CCN(C(=O)[C@@H]3CCN3c3nc(N)n4nc(-c5ccco5)nc4n3)CC2)CC1,1,0.97869,True,0.5455
A2A,cross_source,CC(F)(F)CN1CCC2(CC1)CN(C(=O)[C@@H]1CCCN1c1nc(N)n3nc(-c4ccco4)nc3n1)C2,1,0.97856,True,0.5125
A2A,cross_source,CC(F)(F)CN1CCN(C(=O)[C@@H]2CCCN2c2cc3nc(-c4ccco4)nn3c(N)n2)CC1,1,0.98612,True,0.5063
A2A,cross_source,CC(F)(F)CN1CCN(C(=O)[C@@H]2CCCN2c2nc(N)n3nc(-c4ccco4)nc3n2)C2(CC2)C1,1,0.97928,True,0.5122
A2A,cross_source,CC(F)(F)CN1CCN(C(=O)[C@@H]2CCCN2c2nc(N)n3nc(-c4ccco4)nc3n2)CC1,1,0.98866,True,0.5753
A2A,cross_source,CC(c1ccccc1)N1CCN(C(=O)[C@@H]2CCCN2c2nc(N)n3nc(-c4ccco4)nc3n2)CC1,1,0.99344,True,0.5946
A2A,cross_source,CC1(C)C2CC=C(CN=Nc3nc(N)c4ncn(C5O[C@H](CO)[C@@H](O)[C@H]5O)c4n3)C1C2,1,0.87231,False,0.5181
A2A,cross_source,CC1(C)C[C@@H](C(=O)N2CCN(CC(F)(F)F)CC2)N(c2nc(N)n3nc(-c4ccco4)nc3n2)C1,1,0.98075,True,0.5395
A2A,cross_source,CC1CN(C(=O)[C@@H]2CCCN2c2nc(N)n3nc(-c4ccco4)nc3n2)CC(C)N1Cc1ccc(F)cc1F,1,0.99213,True,0.4706
A2A,cross_source,CC1CN(C(=O)[C@H](C)Nc2nc(N)n3nc(-c4ccco4)nc3n2)CC(C)N1C(=O)N1CCOCC1,1,0.99063,True,0.5507
A2A,cross_source,CCC#CCOCc1nc2c3cccc(OC)c3nc(N)n2n1,1,0.99306,True,0.5077
A2A,cross_source,CCC(C)[C@H](Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=O)N1CCN(CC(F)(F)F)CC1,1,0.99275,True,0.5429
A2A,cross_source,CCC(C)[C@H](Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=O)N1CCN(c2ccc(F)cc2F)CC1,1,0.99474,True,0.6173
A2A,cross_source,CCC(CC)CN=Nc1nc(N)c2ncn(C3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,1,0.96653,True,0.5833
A2A,cross_source,CCC(O)(CC)CN1CCN(C(=O)[C@@H](Nc2nc(N)n3nc(-c4ccco4)nc3n2)C2CCCCC2)CC1,1,0.98725,True,0.5467
A2A,cross_source,CCCC#Cc1nc(N)c2ncn([C@@H]3O[C@H](C(=O)NCC)[C@@H](O)[C@H]3O)c2n1,1,0.9861,True,0.7143
A2A,cross_source,CCCCC#Cc1nc(N)c2ncn([C@@H]3O[C@H](C(=O)NCC)[C@@H](O)[C@H]3O)c2n1,1,0.98499,True,0.697
A2A,cross_source,CCCCC#Cc1nc(N)c2ncn([C@@H]3O[C@H](C(=O)NCC)[C@H](O)C3O)c2n1,1,0.98499,True,0.697
A2A,cross_source,CCCCCN1CCN(C(=O)[C@@H]2CCCN2c2nc(N)n3nc(-c4ccco4)nc3n2)CC1,1,0.98856,True,0.5333
A2A,cross_source,CCCCCN=Nc1nc(N)c2ncn(C3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,1,0.96727,True,0.6212
A2A,cross_source,CCCCN1CCN(C(=O)[C@@H](Nc2nc(N)n3nc(-c4ccco4)nc3n2)C(C)C)CC1,1,0.99229,True,0.5672
A2A,cross_source,CCCCN1CCN(C(=O)[C@@H](Nc2nc(N)n3nc(-c4ccco4)nc3n2)C(C)CC)CC1,1,0.99135,True,0.5507
A2A,cross_source,CCCCN1CCN(C(=O)[C@@H](Nc2nc(N)n3nc(-c4ccco4)nc3n2)C2CC2)CC1,1,0.99008,True,0.5467
A2A,cross_source,CCCCN1CCN(C(=O)[C@@H](Nc2nc(N)n3nc(-c4ccco4)nc3n2)c2ccccc2)CC1,1,0.99475,True,0.5658
A2A,cross_source,CCCCN1CCN(C(=O)[C@@H]2CCCN2c2cc3nc(-c4ccco4)nn3c(N)n2)CC1,1,0.9876,True,0.4937
A2A,cross_source,CCCCN1CCN(C(=O)[C@@H]2CCCN2c2nc(N)n3nc(-c4ccc(C)o4)nc3n2)CC1,1,0.87794,False,0.4074
A2A,cross_source,CCCCN1CCN(C(=O)[C@@H]2CCCN2c2nc(N)n3nc(-c4ccco4)nc3n2)CC1=O,1,0.98954,True,0.5128
A2A,cross_source,CCCCN1CCN(C(=O)[C@H](CC(C)C)Nc2nc(N)n3nc(-c4ccco4)nc3n2)CC1,1,0.99152,True,0.5588
A2A,cross_source,CCCCN1CCN(C(=O)[C@H](COC)Nc2nc(N)n3nc(-c4ccco4)nc3n2)CC1,1,0.99309,True,0.5395
A2A,cross_source,CCCCN=Nc1nc(N)c2ncn(C3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,1,0.96782,True,0.6308
A2A,cross_source,CCCC[C@H](Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=O)N1CCN(CCCC)CC1,1,0.99116,True,0.5616
A2A,cross_source,CCCC[C@H](Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=O)N1CCN(c2ccc(F)cc2F)CC1,1,0.99436,True,0.6098
A2A,cross_source,CCCN1CCN(C(=O)[C@@H]2CCCN2c2nc(N)n3nc(-c4ccco4)nc3n2)CC1,1,0.99072,True,0.5556
A2A,cross_source,CCCNC(=O)Nc1cc2nc(C)nn2c(-c2ccco2)n1,1,0.9419,True,0.4355
A2A,cross_source,CCCOC(=O)c1ccc([C@]2(O)C[C@H](c3nc4c5cc(F)cc(OC)c5nc(NCc5ccc(OC)cc5OC)n4n3)C2)cn1,1,0.51102,False,0.5229
A2A,cross_source,CCC[C@H](Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=O)N1CCN(c2ccc(F)cc2F)CC1,1,0.99508,True,0.625
A2A,cross_source,CCC[NH+](CCCNC(=O)CCCOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1)CCc1cccc2c1CC(=O)N2,1,0.99373,True,0.8039
A2A,cross_source,CCCn1c(=O)[nH]c2nc(-c3ccccc3)[nH]c2c1=O,1,0.76944,False,0.68
A2A,cross_source,CCCn1c(=O)c2[nH]c(-c3ccc(C(N)=O)cc3)nc2n(CCC)c1=O,1,0.93488,True,0.6066
A2A,cross_source,CCCn1c(=O)c2[nH]c([C@H]3CC[C@H](CNC(C)=O)CC3)nc2n(CCC)c1=O,1,0.23451,False,0.3919
A2A,cross_source,CCCn1c(=O)c2nc(-c3ccc(O)cc3)[nH]c2n(CCC)c1=O,1,0.96057,True,0.6102
A2A,cross_source,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NN)cc3)[nH]c2n(CCC)c1=O,1,0.9712,True,0.7705
A2A,cross_source,CCCn1c(=S)sc2c(=N)n(NC(N)=O)cnc21,1,0.0452,False,0.3939
A2A,cross_source,CCN(CC)CCNC(=O)COc1ccc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1,1,0.9304,True,0.7167
A2A,cross_source,CCN=Nc1nc(N)c2ncn(C3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,1,0.94842,True,0.6176
A2A,cross_source,CCNC(=O)C(C)(C)n1cc(N2CCC[C@@H](c3nc4c5cccc(OC)c5nc(N)n4n3)C2)cn1,1,0.99214,True,0.641
A2A,cross_source,CCNC(=O)C1OC(n2cnc3c(N)nc(C#CC(C)(O)c4ccccc4)nc32)C(O)C1O,1,0.99073,True,0.7297
A2A,cross_source,CCNC(=O)C1OC(n2cnc3c(N)nc(C#CC(C)O)nc32)C(O)C1O,1,0.97848,True,0.806
A2A,cross_source,CCNC(=O)C1OC(n2cnc3c(N)nc(C#CC(O)c4ccccc4)nc32)C(O)C1O,1,0.99488,True,1.0
A2A,cross_source,CCNC(=O)C1OC(n2cnc3c(N)nc(C#CC4=CCCCC4)nc32)C(O)C1O,1,0.97908,True,0.6494
A2A,cross_source,CCNC(=O)C1OC(n2cnc3c(N)nc(C#C[C@H](O)c4ccccc4)nc32)C(O)C1O,1,0.99488,True,1.0
A2A,cross_source,CCNC(=O)C1OC(n2cnc3c(N)nc(C#Cc4nccs4)nc32)C(O)C1O,1,0.9859,True,0.6818
A2A,cross_source,CCNC(=O)N1CCN(C(=O)[C@@H]2CCCN2c2nc(N)n3nc(-c4ccco4)nc3n2)CC1,1,0.99168,True,0.5479
A2A,cross_source,CCOC(=O)c1ccc(N2CCN(C(=O)[C@@H]3CCCN3c3nc(N)n4nc(-c5ccco5)nc4n3)CC2)cc1,1,0.99248,True,0.5584
A2A,cross_source,CCOC(=O)c1cn2cc(NC(=O)C3CC3)nc(-c3ccc(C)o3)c2n1,1,0.57864,False,0.4848
A2A,cross_source,CCOC(=O)c1cnn(CCc2nc3c(C)c(-c4ncco4)nc(N)n3n2)c1,1,0.98108,True,0.4578
A2A,cross_source,CCOC[C@H](Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=O)N1CCN(CC(F)(F)F)CC1,1,0.99346,True,0.5068
A2A,cross_source,CC[C@@H]1CC[C@@H](c2nc3c4ccc(OC)cc4nc(N)n3n2)CN1c1cnn(C(C)(C)CO)c1,1,0.98825,True,0.6429
A2A,cross_source,CC[C@@H]1CC[C@@H](c2nc3c4cccc(OC)c4nc(N)n3n2)CN1c1cnn(CC(C)(C)O)c1,1,0.99429,True,0.7531
A2A,cross_source,CC[C@@H]1CC[C@H](c2nc3c4cccc(OC)c4nc(N)n3n2)CN1c1cnn(CC(C)(C)O)c1,1,0.99429,True,0.7531
A2A,cross_source,CC[C@H](Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=O)N1CCN(CC(C)(F)F)CC1,1,0.99352,True,0.5362
A2A,cross_source,CC[C@H](Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=O)N1CCN(CC(F)(F)F)CC1,1,0.99364,True,0.5441
A2A,cross_source,CC[C@H](Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=O)N1CCN(c2ncccn2)CC1,1,0.99513,True,0.589
A2A,cross_source,CC[C@H]1CC[C@@H](c2nc3c4cccc(OC)c4nc(N)n3n2)CN1c1cnn(CC(C)(C)O)c1,1,0.99429,True,0.7531
A2A,cross_source,CC[C@H]1CC[C@H](c2nc3c4cccc(OC)c4nc(N)n3n2)CN1c1cnn(CC(C)(C)O)c1,1,0.99429,True,0.7531
A2A,cross_source,CCc1cc(-c2sc(NC(=O)N3CC4(COC4)C3)nc2-c2cccc(C#N)c2)cc(C)n1,1,0.07141,False,0.3372
A2A,cross_source,CCc1ccc2c(c1)nc(N)n1nc([C@@H]3CC[C@H](C)N(c4cnn(CC(C)(C)O)c4)C3)nc21,1,0.99328,True,0.7403
A2A,cross_source,CCn1cc(N2CCC[C@@H](c3nc4c5cccc(OC)c5nc(N)n4n3)C2)cn1,1,0.99601,True,0.7463
A2A,cross_source,CCn1cc(N2C[C@@H](c3nc4c5cccc(OC)c5nc(N)n4n3)CC[C@@H]2C)cn1,1,0.99582,True,0.642
A2A,cross_source,CCn1cc(N2C[C@H](c3nc4c5cccc(OC)c5nc(N)n4n3)CC[C@@H]2C)cn1,1,0.99582,True,0.642
A2A,cross_source,CCn1ccc(N2CCC[C@@H](c3nc4c5cccc(OC)c5nc(N)n4n3)C2)cc1=O,1,0.99433,True,0.7143
A2A,cross_source,CCn1ncc(N2CCC[C@@H](c3nc4c5cccc(OC)c5nc(N)n4n3)C2)c1C,1,0.99574,True,0.7164
A2A,cross_source,CN(C(=O)C1CCN(C(=O)[C@@H]2CCCN2c2nc(N)n3nc(-c4ccco4)nc3n2)CC1)c1ccccc1,1,0.99146,True,0.519
A2A,cross_source,CN(C)CCNC(=O)COc1ccc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1,1,0.94149,True,0.7069
A2A,cross_source,CN1CCN(C(=O)[C@@H]2CCCN2c2nc(N)n3nc(-c4ccco4)nc3n2)CC1,1,0.99202,True,0.597
A2A,cross_source,CN1CCN(C(=O)[C@@H]2CCCN2c2nc(N)n3nc(-c4ccco4)nc3n2)CC1=O,1,0.99154,True,0.5634
A2A,cross_source,CN=S1(=O)CCN(C(=O)Nc2nc(-c3cccc(C#N)c3)c(-c3cc(C)nc(C)c3)s2)CC1,1,0.16655,False,0.3625
A2A,cross_source,CNC(=O)C(C)(C)n1cc(N2CCC[C@@H](c3nc4c5cccc(OC)c5nc(N)n4n3)C2)cn1,1,0.9942,True,0.6667
A2A,cross_source,CNC(=O)Nc1cn2cc(C)nc2c(-c2ccco2)n1,1,0.90054,False,0.3833
A2A,cross_source,COC(=O)Nc1cn2cc(C)nc2c(-c2ccco2)n1,1,0.93853,True,0.3833
A2A,cross_source,COC(C)c1cc(-c2sc(NC(=O)N3CC4(COC4)C3)nc2-c2cccc(C#N)c2)cc(C)n1,1,0.08904,False,0.3222
A2A,cross_source,COC1(C#N)CCN(C(=O)Nc2nc(-c3cccc(C#N)c3)c(-c3cc(C)nc(C)c3)s2)CC1,1,0.06961,False,0.3537
A2A,cross_source,COCCN1CCC(C2CCN(C(=O)[C@@H]3CCCN3c3nc(N)n4nc(-c5ccco5)nc4n3)CC2)CC1,1,0.98469,True,0.5122
A2A,cross_source,COCCN1CCC(C2CCN(C(=O)[C@@H]3CCN3c3cc4nc(-c5ccco5)nn4c(N)n3)CC2)CC1,1,0.98182,True,0.4886
A2A,cross_source,COCCN1CCC(C2CCN(C(=O)[C@@H]3CCN3c3nc(N)n4nc(-c5ccco5)nc4n3)CC2)CC1,1,0.98452,True,0.525
A2A,cross_source,COCCN1CCC[C@H]1Cn1nc2c(-c3cc(C)nc(C)c3)c(-c3ccccc3)nc(N)n2c1=O,1,0.90969,False,0.4429
A2A,cross_source,COCCN1CCN(C(=O)[C@@H](Nc2nc(N)n3nc(-c4ccco4)nc3n2)C(C)C)CC1,1,0.9931,True,0.5588
A2A,cross_source,COCCN1CCN(C(=O)[C@@H]2CCCN2c2nc(N)n3nc(-c4ccc(C)o4)nc3n2)CC1,1,0.91318,False,0.407
A2A,cross_source,COCCN1CCN(C(=O)[C@@H]2CCCN2c2nc(N)n3nc(-c4ccco4)nc3n2)CC1,1,0.9912,True,0.5513
A2A,cross_source,COCCN1CCN(C(=O)[C@@H]2CCCN2c2nc(N)n3nc(-c4ccco4)nc3n2)CC1=O,1,0.99123,True,0.5244
A2A,cross_source,COCCN1CCN(C(=O)[C@@H]2CCN2c2nc(N)n3nc(-c4ccc(C)o4)nc3n2)CC1,1,0.9129,False,0.4167
A2A,cross_source,COCCN1CCN(C(=O)[C@H](C)Nc2nc(N)n3nc(-c4ccco4)nc3n2)CC1,1,0.99432,True,0.5758
A2A,cross_source,COCCN1CCN(C2CN(C(=O)[C@@H]3CCCN3c3nc(N)n4nc(-c5ccco5)nc4n3)C2)CC1,1,0.99006,True,0.4943
A2A,cross_source,COC[C@H](Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=O)N1CCN(CC(C)(C)F)CC1,1,0.99345,True,0.5139
A2A,cross_source,COC[C@H](Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=O)N1CCN(CC(C)(F)F)CC1,1,0.9936,True,0.5139
A2A,cross_source,COC[C@H](Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=O)N1CCN(CC(F)F)CC1,1,0.99374,True,0.5362
A2A,cross_source,COC[C@H](Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=O)N1CCN(c2ncccn2)CC1,1,0.99499,True,0.5844
A2A,cross_source,COc1c(Cl)ccc2c1nc(N)n1nc(C3CCCN(c4cnn(C)c4)C3)nc21,1,0.99371,True,0.7183
A2A,cross_source,COc1cc(-c2c(-c3ccc(F)cc3)nc(N)n3c(=O)n(C[C@H]4CCCO4)nc23)cc(CO)n1,1,0.81364,False,0.3548
A2A,cross_source,COc1cc(-c2c(-c3cccc(C#N)c3)nc3ccc(C(=O)NCC(C)(C)O)nn23)cc(C)n1,1,0.15945,False,0.3978
A2A,cross_source,COc1cc(-c2c(-c3ccccc3)nc(N)n3c(=O)n(C[C@H]4CCCO4)nc23)cc(C)n1,1,0.89113,False,0.4865
A2A,cross_source,COc1cc(-c2c(-c3ccccc3)nc(N)n3c(=O)n(Cc4nccn4C)nc23)cc(CO)n1,1,0.92507,False,0.3924
A2A,cross_source,COc1cc(-c2sc(NC(=O)N3CCS(=O)CC3)nc2-c2cccc(C#N)c2)cc(C)n1,1,0.34128,False,0.3614
A2A,cross_source,COc1cc(C)ccc1Cn1cc2c(N)nc(-c3ccsn3)nc2n1,1,0.78588,False,0.3649
A2A,cross_source,COc1cc(CCOc2nc(N)c3ncn(C4O[C@@H](CO)[C@H](O)[C@@H]4O)c3n2)cc(OC)c1OC,1,0.97792,True,0.7344
A2A,cross_source,COc1cc(Cn2cc3c(N)nc(-c4ccsn4)nc3n2)ccc1C,1,0.75772,False,0.3377
A2A,cross_source,COc1cc(F)cc(-c2nc(N)c3nc(Cc4ccccc4)nn3c2C)c1,1,0.88369,False,0.3976
A2A,cross_source,COc1cc(F)cc2c1nc(N)n1nc(C3CC(c4ccc(C(C)(C)N)cn4)C3)nc21,1,0.99286,True,0.7
A2A,cross_source,COc1cc(F)cc2c1nc(N)n1nc(C3CC3c3ccc(F)cc3)nc21,1,0.98365,True,0.5714
A2A,cross_source,COc1cc(F)cc2c1nc(N)n1nc([C@H]3C[C@@H](c4ccccc4C(C)(C)O)C3)nc21,1,0.99007,True,0.5395
A2A,cross_source,COc1cc2nc(N)n3nc(CCS(=O)(=O)c4ccc(F)cc4)nc3c2cc1F,1,0.98299,True,0.4471
A2A,cross_source,COc1ccc(-c2nc(N)c3nc(Cc4ccccc4)nn3c2C)cc1Cl,1,0.84784,False,0.3718
A2A,cross_source,COc1ccc(-c2nc(N)c3nc(Cc4ccccc4)nn3c2C)cc1F,1,0.87871,False,0.3951
A2A,cross_source,COc1ccc(-c2nc(NC(=O)C3CC3)cc3nc(C)nn23)cc1,1,0.13636,False,0.4
A2A,cross_source,COc1ccc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1OCC(=O)N1CCCCC1,1,0.86221,False,0.6377
A2A,cross_source,COc1ccc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1OCC(=O)N1CCCCCC1,1,0.84237,False,0.6377
A2A,cross_source,COc1ccc(O)c(C=NNC(=S)Cc2ccccc2)c1,1,0.01411,False,0.5962
A2A,cross_source,COc1ccc2c(c1)nc(N)n1nc([C@@H]3CCCN(c4ccc(OC(F)F)nc4)C3)nc21,1,0.99043,True,0.7838
A2A,cross_source,COc1ccc2c(c1)nc(N)n1nc([C@@H]3CCCN(c4cn(CC(C)(C)O)nc4C)C3)nc21,1,0.99222,True,0.7692
A2A,cross_source,COc1ccc2c(c1)nc(N)n1nc([C@@H]3CCCN(c4cn([C@H](C)C(C)(C)O)nc4C)C3)nc21,1,0.98951,True,0.7073
A2A,cross_source,COc1ccc2c(c1)nc(N)n1nc([C@@H]3CCCN(c4cnc(OC(F)F)c(C)c4)C3)nc21,1,0.98882,True,0.7792
A2A,cross_source,COc1ccc2c(c1)nc(N)n1nc([C@@H]3CCCN(c4cnn(C(C)(C)[C@@H](C)O)c4)C3)nc21,1,0.99171,True,0.7722
A2A,cross_source,COc1ccc2c(c1)nc(N)n1nc([C@@H]3CCCN(c4cnn(C(C)(C)[C@H](C)O)c4)C3)nc21,1,0.99171,True,0.7722
A2A,cross_source,COc1ccc2c(c1)nc(N)n1nc([C@@H]3CCCN(c4cnn(C)c4)C3)nc21,1,0.98982,True,0.7391
A2A,cross_source,COc1ccc2c(c1)nc(N)n1nc([C@@H]3CCCN(c4cnn(C5CC5)c4)C3)nc21,1,0.98891,True,0.65
A2A,cross_source,COc1ccc2c(c1)nc(N)n1nc([C@@H]3CCCN(c4cnn(C5CCC[C@H]5O)c4)C3)nc21,1,0.99133,True,0.7662
A2A,cross_source,COc1ccc2c(c1)nc(N)n1nc([C@@H]3CCCN(c4cnn(CC(C)(C)O)c4)C3)nc21,1,0.99264,True,0.7692
A2A,cross_source,COc1ccc2c(c1)nc(N)n1nc([C@@H]3CCCN(c4cnn(CC(F)(F)F)c4)C3)nc21,1,0.99133,True,0.7763
