endpoint,split,smiles,measured,probability,called,max_tanimoto_to_training
A1,time,CCCCn1c(=O)c2nc(C34CCC(C(=O)OC)(CC3)CC4)[nH]c2n(CCCNC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,1,0.9495,True,0.6338
A1,time,CCCCn1c(=O)c2nc(C3CCCCC3)[nH]c2n(CCCNC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,1,0.98011,True,0.9403
A1,time,CCCn1c(-c2cccc(OC)c2)nc2nc(C3CCCC3)[nH]c2c1=O,1,0.97864,True,0.7667
A1,time,CCCn1c(=O)[nH]c(=O)c2[nH]c(C3CCCC3)nc21,1,0.88152,False,0.5185
A1,time,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCCN)cc3)nc2n(CCC)c1=O,1,0.93206,True,0.5714
A1,time,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCCNC(=O)CCCCNC(=O)COc4ccc(/C=C/C5=[N+]6C(=Cc7ccc(-c8cccs8)n7[B-]6(F)F)C=C5)cc4)cc3)nc2n(CCC)c1=O,1,0.89577,False,0.9901
A1,time,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCCNC(=O)CCNC(=O)CCCCNC(=O)CCCCCNC(=O)COc4ccc(/C=C/C5=[N+]6C(=Cc7ccc(-c8cccs8)n7[B-]6(F)F)C=C5)cc4)cc3)nc2n(CCC)c1=O,1,0.88437,False,0.9806
A1,time,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCCNC(=O)CCNC(=O)CCCCNC(=O)CCCCNC(=O)COc4ccc(/C=C/C5=[N+]6C(=Cc7ccc(-c8cccs8)n7[B-]6(F)F)C=C5)cc4)cc3)nc2n(CCC)c1=O,1,0.88677,False,0.9709
A1,time,CCCn1c(=O)c2[nH]c(C34CC5CC(CC(C5)C3)C4)nc2n(CCCNC(=O)c2ccc(C(=O)NCCNC(=O)CCCCCNC(=O)COc3ccc(/C=C/C4=[N+]5C(=Cc6ccc(-c7cccs7)n6[B-]5(F)F)C=C4)cc3)cc2)c1=O,1,0.74844,False,0.7581
A1,time,CCCn1c(=O)c2[nH]c(C34CC5CC(CC(C5)C3)C4)nc2n(CCCNC(=O)c2ccc(C(=O)NCCNC(=O)CCNC(=O)CCCCCNC(=O)COc3ccc(/C=C/C4=[N+]5C(=Cc6ccc(-c7cccs7)n6[B-]5(F)F)C=C4)cc3)cc2)c1=O,1,0.74531,False,0.746
A1,time,CCCn1c(=O)c2[nH]c(C34CCC(C(=O)NCCC(=O)NCCNC(=O)COCCNC(=O)OC(C)(C)C)(CC3)CC4)nc2n(CCC)c1=O,1,0.7875,False,0.5
A1,time,CCCn1c(=O)c2[nH]c(C34CCC(C(=O)NCCCNC(=O)CCNC(=O)CCNC(=O)OC(C)(C)C)(CC3)CC4)nc2n(CCC)c1=O,1,0.79193,False,0.5385
A1,time,CCCn1c(=O)c2[nH]c(C34CCC(C(=O)NCCCNC(=O)COCCNC(=O)OC(C)(C)C)(CC3)CC4)nc2n(CCC)c1=O,1,0.79211,False,0.4762
A1,time,CCCn1c(=O)c2[nH]c(C34CCC(C(=O)NCCCNC(=O)COCCOCCNC(=O)OC(C)(C)C)(CC3)CC4)nc2n(CCC)c1=O,1,0.7894,False,0.4651
A1,time,CCCn1c(=O)c2[nH]c(C34CCC(C(=O)NCCNC(=O)CCCCCNC(=O)COc5ccc(/C=C/C6=[N+]7C(=Cc8ccc(-c9cccs9)n8[B-]7(F)F)C=C6)cc5)(CC3)CC4)nc2n(CCC)c1=O,1,0.74476,False,0.8034
A1,time,CCCn1c(=O)c2[nH]c(C34CCC(C(=O)NCCNC(=O)CCNC(=O)CCNC(=O)CCCCCNC(=O)COc5ccc(/C=C/C6=[N+]7C(=Cc8ccc(-c9cccs9)n8[B-]7(F)F)C=C6)cc5)(CC3)CC4)nc2n(CCC)c1=O,1,0.73919,False,0.7899
A1,time,CCCn1c(=O)c2[nH]c(C34CCC(C(=O)NCCNC(=O)CCNC(=O)CCNC(=O)CCCCC[N+]5=C(/C=C/C=C/C=C6/N(C)c7ccc(S(=O)(=O)O)cc7C6(C)C)C(C)(C)c6cc(S(=O)(=O)[O-])ccc65)(CC3)CC4)nc2n(CCC)c1=O,1,0.50752,False,0.3417
A1,time,CCCn1c(=O)c2[nH]c(C34CCC(C(=O)NCCNC(=O)CCNC(=O)CCNC(=O)OC(C)(C)C)(CC3)CC4)nc2n(CCC)c1=O,1,0.78864,False,0.5526
A1,time,CCCn1c(=O)c2[nH]c(C34CCC(C(=O)NCCNC(=O)COCCNC(=O)OC(C)(C)C)(CC3)CC4)nc2n(CCC)c1=O,1,0.78723,False,0.4878
A1,time,CCCn1c(=O)c2[nH]c(C34CCC(C(=O)NCCNC(=O)COCCOCCNC(=O)OC(C)(C)C)(CC3)CC4)nc2n(CCC)c1=O,1,0.7813,False,0.4762
A1,time,CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)NCCNC(=O)CCNC(=O)CCNC(=O)OC(C)(C)C)(CC3)CC4)nc2n(CCC)c1=O,1,0.76552,False,0.6667
A1,time,CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)NCCNC(=O)COCCNC(=O)OC(C)(C)C)(CC3)CC4)nc2n(CCC)c1=O,1,0.75207,False,0.6111
A1,time,CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)NCCNC(=O)COCCOCCNC(=O)OC(C)(C)C)(CC3)CC4)nc2n(CCC)c1=O,1,0.74408,False,0.5946
A1,time,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,1,0.97661,True,0.6522
A1,time,CCCn1c(=O)c2nc(-c3ccc(OCC(N)=O)cc3O)[nH]c2n(CCC)c1=O,1,0.98347,True,0.5634
A1,time,CCCn1c(=O)c2nc(-c3ccc(S(=O)(=O)NCCN(C)C)cc3)[nH]c2n(CCC)c1=O,1,0.9852,True,0.6034
A1,time,CCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCC)c1=O,1,0.99097,True,0.875
A1,time,CCCn1c(=O)c2nc(C34CCC(C(=O)NCCCN=[N+]=[N-])(CC3)CC4)[nH]c2n(CCCNC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,1,0.9901,True,0.6023
A1,time,CCCn1c(=O)c2nc(C3CC4CC3C3OC43)[nH]c2n(CCC)c1=O,1,0.99316,True,1.0
A1,time,CCCn1c(=S)sc2c(=N)n(NC(N)=O)cnc21,1,0.18218,False,0.3043
A1,time,CCCn1c(OC2CCOC2)nc2nc(C3CCCC3)[nH]c2c1=O,1,0.99175,True,1.0
A1,time,CCCn1c(Oc2ccc(F)c(F)c2)nc2nc(C3CCCC3)[nH]c2c1=O,1,0.9806,True,0.7344
A1,time,CCCn1c(Oc2cccc(C(F)(F)F)c2)nc2nc(C3CCCC3)[nH]c2c1=O,1,0.97748,True,0.7656
A1,time,CCCn1c(Oc2cccc(OC)c2)nc2nc(C3CCCC3)[nH]c2c1=O,1,0.98603,True,0.8305
A1,time,CCCn1c(Oc2cccnc2C)nc2nc(C3CCCC3)[nH]c2c1=O,1,0.98335,True,0.8333
A1,time,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,1,0.9937,True,0.8462
A1,time,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCCCCNC(=O)CCCCCNC(=O)COc4ccc(/C=C/C5=[N+]6C(=Cc7ccc(-c8cccs8)n7[B-]6(F)F)C=C5)cc4)ncnc32)[C@H](O)[C@@H]1O,1,0.99486,True,1.0
A1,time,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCCCCNC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)CCCCCNC(=O)COc4ccc(/C=C/C5=[N+]6C(=Cc7ccc(-c8cccs8)n7[B-]6(F)F)C=C5)cc4)ncnc32)[C@H](O)[C@@H]1O,1,0.99055,True,0.879
A1,time,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCC[C@H]4Oc4cccc(Br)c4)ncnc32)[C@H](O)[C@@H]1O,1,0.99306,True,0.7108
A1,time,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCC[C@H]4Oc4cccc(Cl)c4)ncnc32)[C@H](O)[C@@H]1O,1,0.99322,True,0.7108
A1,time,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCC[C@H]4Oc4cccc(OC)c4)ncnc32)[C@H](O)[C@@H]1O,1,0.99359,True,0.7195
A1,time,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCC[C@H]4Oc4ccccc4)ncnc32)[C@H](O)[C@@H]1O,1,0.99449,True,0.8133
A1,time,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCC[C@H]4Oc4ccccc4Cl)ncnc32)[C@H](O)[C@@H]1O,1,0.99228,True,0.75
A1,time,CCNc1nc(-c2ccccc2)c(C#N)c(-c2ccc3c(c2)OCO3)n1,1,0.97286,True,0.7018
A1,time,CCNc1nc(-c2ccccc2)c(C#N)c(-c2cccc(C#N)c2)n1,1,0.95528,True,0.5098
A1,time,CCNc1nc(-c2ccccc2)c(C#N)c(-c2cccc(Cl)c2)n1,1,0.96321,True,0.5
A1,time,CCNc1nc(-c2ccccc2)c(C#N)c(-c2ccccc2)n1,1,0.96658,True,0.6047
A1,time,CCNc1nc(-c2ccccc2)c(C#N)c(-c2cccnc2)n1,1,0.93593,True,0.5294
A1,time,CCOC(=O)C1=C(C)Nc2nc3ccccc3n2C1c1ccns1,1,0.09755,False,0.5075
A1,time,CCOC(=O)C1=C(C)Nc2nc3ccccc3n2C1c1cn[nH]c1,1,0.12019,False,0.5385
A1,time,CCOC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC(C4CCC4)C4CCC4)nc(Cl)nc31)[C@H](O)[C@@H]2O,1,0.98059,True,0.6197
A1,time,CCn1c(-c2ccco2)nc2c(N)cc(NCCc3ccccc3)cc21,1,0.93278,True,0.5606
A1,time,CCn1c(-c2ccco2)nc2c(N)cc(OCCc3ccccc3)cc21,1,0.92511,True,0.4754
A1,time,CCn1cc(-c2c(-c3ccc(F)cc3)nc(N)n3nc(Cc4ncccc4F)nc23)ccc1=O,1,0.06106,False,0.3243
A1,time,CN(C)c1cc(-c2c(-c3ccc(F)cc3)nc(N)n3nc(Cc4c(F)cccc4F)nc23)ccn1,1,0.1373,False,0.2963
A1,time,CN(C)c1cc(-c2nnc(N)nc2-c2ccccc2)ccn1,1,0.9531,True,0.3958
A1,time,CN(C)c1cccnc1CNC(=O)c1nc(-c2ccc(=O)n(C)c2)c(-c2ncco2)nc1N,1,0.26294,False,0.3256
A1,time,CN1CCC[C@@H]1Cc1nc2c(-c3ccc4ncn(C)c4c3)c(-c3ccc(F)cc3)nc(N)n2n1,1,0.05559,False,0.2771
A1,time,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NC4CCCC4)nc(Cl)nc31)[C@H](O)[C@@H]2O,1,0.99481,True,0.7541
A1,time,CNCCOc1cccnc1CNC(=O)c1nc(-c2ccc3ncn(C)c3c2)c(-c2ccc(F)cc2)nc1N,1,0.15798,False,0.3448
A1,time,CNc1cc(-c2c(-c3ccc(F)cc3)nc(N)n3nc(Cc4ncccc4F)nc23)ccn1,1,0.06592,False,0.2963
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2cc(Cl)cc(Cl)c2)n1,1,0.927,True,0.5306
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2cc(OC)c(OC)c(OC)c2)n1,1,0.63348,False,0.4615
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2cc(OC)cc(OC)c2)n1,1,0.91852,False,0.48
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2ccc(C)cc2)n1,1,0.92617,True,0.5333
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2ccc(F)cc2)n1,1,0.89814,False,0.5217
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2ccc(F)cc2F)n1,1,0.86658,False,0.4528
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2ccc(O)cc2)n1,1,0.93442,True,0.5556
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2ccc(OC)cc2)n1,1,0.90687,False,0.5
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2ccc3c(c2)OCO3)n1,1,0.95366,True,0.6786
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2cccc(C#N)c2)n1,1,0.92193,True,0.5
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2cccc(Cl)c2)n1,1,0.94909,True,0.52
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2cccc(F)c2)n1,1,0.91694,False,0.4898
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2cccc(O)c2)n1,1,0.9417,True,0.5208
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2cccc(OC)c2)n1,1,0.93917,True,0.4706
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2ccccc2)n1,1,0.93429,True,0.6
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2ccccc2F)n1,1,0.90667,False,0.4898
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2cccnc2)n1,1,0.86474,False,0.5319
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2ccco2)n1,1,0.97063,True,0.48
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2ccncc2)n1,1,0.91716,False,0.5682
A1,time,CNc1nc(-c2ccccc2)c(C#N)c(-c2ccsc2)n1,1,0.91486,False,0.4898
A1,time,COC1CN(C(=O)c2nc(N[C@@H](C)c3ccccn3)nc3cc(C)sc23)C1,1,0.01348,False,0.2527
A1,time,COC1CN(C(=O)c2nc(N[C@@H](C)c3cncc(F)c3)nc3cc(C)sc23)C1,1,0.01178,False,0.2366
A1,time,COC1CN(c2nc(N)n3nc(Cc4c(F)cccc4F)nc3c2-c2ccc3ncc(C)n3c2)C1,1,0.0355,False,0.25
A1,time,COCC(O)CNc1ncc(C)c(-c2ncnn2C)n1,1,0.02486,False,0.2083
A1,time,COCCc1nc2c(-c3ccc4ncc(C)n4c3)c(-c3ccc(F)cc3)nc(N)n2n1,1,0.09102,False,0.3165
A1,time,COCCc1nc2c(-c3ccc4ncc(C)n4c3)c(-c3ncco3)nc(N)n2n1,1,0.15372,False,0.2706
A1,time,COc1cc(-c2nc(N)nc(-c3ccccc3)c2C#N)cc(OC)c1OC,1,0.92359,True,0.5
A1,time,COc1cc(-c2nc(Nc3ccccc3)nc(-c3ccccc3)c2C#N)cc(OC)c1OC,1,0.3326,False,0.4444
A1,time,COc1cc(Nc2nc(C#N)cc3c(-c4ccccc4)n[nH]c23)cc(OC)c1OC,1,0.11409,False,0.3088
A1,time,COc1cc(Nc2nc(C#N)cc3c(C(C)C)n[nH]c23)cc(OC)c1OC,1,0.04006,False,0.2254
A1,time,COc1cc(Nc2nc(CN)cc3c(-c4ccccc4)n[nH]c23)cc(OC)c1OC,1,0.08912,False,0.2973
A1,time,COc1cc(Nc2nc(CNCc3cccnc3)cc3c(-c4ccccc4)n[nH]c23)cc(OC)c1OC,1,0.04961,False,0.2771
A1,time,COc1cc(OC)cc(-c2nc(N)nc(-c3ccccc3)c2C#N)c1,1,0.97061,True,0.5
A1,time,COc1cc(OC)cc(-c2nnc(N)nc2-c2ccccc2)c1,1,0.93809,True,0.5333
A1,time,COc1ccc(-c2nc(N)n3nc(Cc4ncccc4F)nc3c2-c2ccc(=O)n(C)c2)cc1,1,0.06848,False,0.3205
A1,time,COc1ccc(-c2nc(N)nc(-c3ccc(OC)cc3)c2C#N)cc1,1,0.92163,True,0.46
A1,time,COc1ccc(-c2nc(N)nc(-c3ccccc3)c2C#N)c(OC)c1,1,0.95989,True,0.4717
A1,time,COc1ccc(-c2nc(N)nc(-c3ccccc3)c2C#N)cc1,1,0.98153,True,0.5
A1,time,COc1ccc(C(=O)Nc2ccc(-c3cn4c(=O)n(-c5ccccc5)nc4c(N)n3)cc2)cc1OC,1,0.45013,False,0.7258
A1,time,COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(-c3nc4ccccc4c(=O)n3-c3ccccc3)s2)cc1,1,0.15256,False,0.4795
A1,time,COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccc(C)cc3)s2)cc1,1,0.19077,False,0.5614
A1,time,COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccc(OC)cc3)s2)cc1,1,0.18123,False,0.6038
A1,time,COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccccc3)s2)cc1,1,0.28329,False,0.6226
A1,time,COc1ccc(C(=O)Nc2nc(C)c3cc4c(cc3n2)OCO4)cc1,1,0.04479,False,0.3333
A1,time,COc1ccc(CNC(=O)c2nc(N[C@@H](C)c3ccccn3)nc3cc(C)sc23)cc1,1,0.02618,False,0.3077
A1,time,COc1cccc(-c2cn3c(nc4ccccc43)c(N)n2)c1,1,0.95893,True,0.5893
A1,time,COc1cccc(-c2nc(N)n3nc(Cc4ncccc4F)nc3c2-c2ccc(=O)n(C)c2)c1,1,0.10901,False,0.3684
A1,time,COc1cccc(-c2nc(N)nc(-c3ccccc3)c2C#N)c1,1,0.98353,True,0.587
A1,time,COc1cccc(-c2nc(Nc3ccccc3)nc(-c3ccccc3)c2C#N)c1,1,0.85879,False,0.4528
A1,time,COc1cccc(CNC(=O)c2nc(N[C@@H](C)c3cncc(F)c3)nc3cc(C)sc23)n1,1,0.02015,False,0.2903
A1,time,COc1cccc(NC(=O)c2cn3c(nc4ccccc43)c(N)n2)c1,1,0.61148,False,0.3662
A1,time,COc1ccccc1-c1nc(N)nc(-c2ccccc2)c1C#N,1,0.96586,True,0.4808
A1,time,COc1ccccc1CNC(=O)c1nc(-c2cc(C)nc(C)c2)c(-c2ccc(C)o2)nc1N,1,0.43386,False,0.4521
A1,time,COc1ccccc1CNc1nc(N)c2nc(-c3ccccc3)sc2n1,1,0.97558,True,0.7358
A1,time,CSC[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O,1,0.98623,True,0.8033
A1,time,C[C@H](Nc1nc(C(=O)NC(C)(C)C)c2sccc2n1)c1ccccn1,1,0.11747,False,0.375
A1,time,C[C@H](Nc1nc(C(=O)NC2CC2)c2sccc2n1)c1ccccn1,1,0.06778,False,0.3846
A1,time,C[C@H](Nc1nc(C(=O)NC2CC[C@@H](O)C2)c2sccc2n1)c1cncc(F)c1,1,0.02229,False,0.3377
A1,time,C[C@H](Nc1nc(C(=O)NCCO)c2sccc2n1)c1cncc(Cl)c1,1,0.14374,False,0.4179
A1,time,C[C@H](Nc1nc(C(=O)NCCc2ccc(CO)cc2)c2sccc2n1)c1cncc(F)c1,1,0.05068,False,0.3553
A1,time,C[C@H](Nc1nc(C(=O)NCCc2cccc(O)c2)c2sccc2n1)c1cncc(F)c1,1,0.06039,False,0.3462
A1,time,C[C@H](Nc1nc(C(=O)NC[C@@H](C)O)c2sc(C(F)(F)F)cc2n1)c1cncc(F)c1,1,0.01571,False,0.2556
A1,time,C[C@H](Nc1nc(C(=O)NC[C@@H](C)O)c2sccc2n1)c1cncc(Cl)c1,1,0.0607,False,0.3662
A1,time,C[C@H](O)CNC(=O)c1nc(N[C@@H](C)c2cncc(Cl)c2)nc2ccsc12,1,0.0607,False,0.3662
A1,time,C[C@H](O)CNC(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2cc(C(F)(F)F)sc12,1,0.01571,False,0.2556
A1,time,C[C@](C(=O)N[C@@H]1CCC[C@@H]1O)(c1ccccc1)n1ncc2c1nc(N)n1nc(-c3ccco3)nc21,1,0.81567,False,0.4096
A1,time,Cc1c(-c2c(-c3ccc(F)cc3)nc(N)n3nc(Cc4ncccc4F)nc23)ccc(=O)n1C,1,0.05854,False,0.325
A1,time,Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3cccc(C(C)(C)O)n3)nn2)nc(N)n1,1,0.21865,False,0.2619
A1,time,Cc1cc(-c2c(-c3ccc(Cl)cc3)nc(N)n3cnnc23)cc(C(F)F)n1,1,0.37601,False,0.3016
A1,time,Cc1cc(-c2c(-c3ccc(F)cc3)nc(N)n3cnnc23)cc(C)n1,1,0.52666,False,0.3043
A1,time,Cc1cc(-c2c(-c3ccc(F)cc3)nc(N)n3nc(Cc4cccc(C#N)n4)nc23)ccn1,1,0.10737,False,0.3
A1,time,Cc1cc(-c2c(-c3ccc(F)cc3)nc(N)n3nc(Cc4cccc(Cl)n4)nc23)ccn1,1,0.10148,False,0.2927
A1,time,Cc1cc(-c2c(-c3ccc(F)cc3)nc(N)n3nc(Cc4cccc(N(C)C)n4)nc23)ccn1,1,0.08577,False,0.2857
A1,time,Cc1cc(-c2c(-c3ccc(F)cc3)nc(N)n3nc(Cc4cscn4)nc23)ccn1,1,0.13838,False,0.284
A1,time,Cc1cc(-c2c(-c3ccc(F)cc3)nc(N)n3nc(Cc4ncccc4F)nc23)cc(C)n1,1,0.06485,False,0.3117
A1,time,Cc1cc(-c2c(-c3ccc(F)cc3)nc(N)n3nc(Cc4ncccc4F)nc23)cc(Cl)n1,1,0.06416,False,0.2927
A1,time,Cc1cc(-c2c(-c3ccc(F)cc3)nc(N)n3nc(Cc4ncccc4F)nc23)ccn1,1,0.09122,False,0.3038
A1,time,Cc1cc(-c2c(-c3ccc(F)cc3)nc(N)n3nc(Cc4ncccc4F)nc23)cn(C)c1=O,1,0.078,False,0.3133
A1,time,Cc1cc(-c2c(-c3ccc(F)cc3)nc(N)n3nc(Cc4nccs4)nc23)ccn1,1,0.12851,False,0.3
A1,time,Cc1cc(-c2c(-c3ccccc3)nc(N)n3cnnc23)cc(Cl)n1,1,0.86904,False,0.2879
A1,time,Cc1cc(-c2c(-c3ccccc3)nc(N)n3cnnc23)cc2cccnc12,1,0.80839,False,0.2903
A1,time,Cc1cc(-c2c(-c3ccccc3F)nc(N)n3cnnc23)cc(Cl)n1,1,0.48232,False,0.2615
A1,time,Cc1cc(-c2nc(C(=O)NCc3ccccc3OC(F)(F)F)c(N)nc2-c2ccc(F)cc2)cc(C)n1,1,0.18739,False,0.4156
A1,time,Cc1cc(-c2nnc(N)nc2-c2ccc(Cl)cc2)cc(C)n1,1,0.66797,False,0.383
A1,time,Cc1cc(-c2nnc(N)nc2-c2ccc(OC(F)F)cc2)cc(C)c1C#N,1,0.78662,False,0.4062
