archived_from,archived_to,size_bytes,sha256,reason_archived
BrainSafe_AI_Publication/Supplementary/Datasets/SERT.csv,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Datasets/SERT.csv,274838,b608ffa53a20ec26a91cb5cbb8debff9a72bb233aa1e16aa62a65b102a81490d,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Documentation/BS_BENCHMARK_ANALYSIS.md,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Documentation/BS_BENCHMARK_ANALYSIS.md,8790,fd9a3fd224029140bc9dcb438a84fe9b1022fc653cbba12c093e4b6889c63453,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Documentation/BS_LLM_benchmark_protocol.md,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Documentation/BS_LLM_benchmark_protocol.md,5644,d4780966d90748a8b6fb510ad608c2ba44b951d4e3896d5535b0a779cd5d9555,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Documentation/BS_MODEL_CARD.md,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Documentation/BS_MODEL_CARD.md,34871,c08c1064fd0cb591523bd66963ccdc21560416c6d6556d31bb288839b233b868,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Reports/antioxidant_measured_meta.json,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Reports/antioxidant_measured_meta.json,440,7c629b79cad2c7080befc59a8ede067e0e6d601ffb8ff0497142f3b7792797c5,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Reports/BS_assay_composition.json,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Reports/BS_assay_composition.json,2208,beb76e2a1db8bea8e92414dcefd4fe2fdb33b83ac001bb8d35dd1ccb70f3b178,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Reports/BS_auroc_cis.json,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Reports/BS_auroc_cis.json,716,d0dba3f3c66296bab1542fd82ddb4fb89ff749766d628c3ff033b788822f1f7e,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Reports/BS_baseline_comparison.json,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Reports/BS_baseline_comparison.json,844,73c8fb7f6c7e9bdf482674c7facad5071eede66f2c0643f9fa825793a2dc67eb,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Reports/BS_cv_comparison.json,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Reports/BS_cv_comparison.json,2198,8ce6a37de63614326c981e950ec99291e0c65e058a3d99e9dee7bbe73dbd77cf,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Reports/BS_external_validation_report.json,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Reports/BS_external_validation_report.json,8182,80ad5978fc54a0d322fc1a62bd7c4ee4433883a09ba0b4b6bf30d302c305ebc2,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Reports/BS_flaw_fixes.json,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Reports/BS_flaw_fixes.json,6424,892a2616b9c567ecd69d967184dd58f5df8b989c49c3c4299bd1e0af4414d3cb,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Reports/BS_llm_benchmark_groundtruth.json,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Reports/BS_llm_benchmark_groundtruth.json,10281,1253bdb3ec0e2a2f208390ac433269880f239a38ea078deee50d9ab0da28c80a,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Reports/BS_llm_comparison.json,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Reports/BS_llm_comparison.json,12415,a7630cca47b2746388a38cb623a83dd656d3953d883e9a5fec007b32fccfc96b,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Reports/BS_llm_responses.json,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Reports/BS_llm_responses.json,5973,03eee712464737cc777d209ee0f9621f956bdc4c892229c1b61661227f11e29a,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Reports/BS_llm_scoreboard.json,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Reports/BS_llm_scoreboard.json,2934,6d62a4bb1568c98fbc9cbef6544acd94969ebd87de45e3656e580531b673fc01,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Reports/BS_randomsplit_benchmark.json,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Reports/BS_randomsplit_benchmark.json,147,84b306735d55ae683e3dcc4389efccf9a234401f0195123496683432431852f5,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Reports/BS_significance_report.json,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Reports/BS_significance_report.json,3756,50c493dd2885b9fbd96d8a9493b882825268561913ee953ccc6fc28a36c97071,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Reports/BS_temporal_pr_report.json,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Reports/BS_temporal_pr_report.json,16462,6b7deee6b0416a44aa7fda3efa2bdc5fe7f69b2e6316c078655d940dbf9cf66a,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Reports/endpoints_report.json,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Reports/endpoints_report.json,5445,45c2a5024b9f2d4e07ed3c16288a82886e1eb6db532b7730de923647536e0fb8,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Reports/regression_report.json,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Reports/regression_report.json,1829,a33ed54421010c8f740ff925a4b4d1e192f5515b0d8b80700bbd8ae84e36dfb9,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Tables/STable0_data_provenance.csv,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Tables/STable0_data_provenance.csv,1572,b9052fcd63521234100ca80c5caf28551ea13e23ec30a6a8deafb1ce30eafde8,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Tables/STable10_label_threshold_robustness.csv,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Tables/STable10_label_threshold_robustness.csv,1080,55c9c790bc6ea28d3208e37a908b9541aee9d20cfd1bbd687dda5e2057017584,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Tables/STable11_assay_type_composition.csv,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Tables/STable11_assay_type_composition.csv,600,a6ee832387df47639cdecccf9abfb17f046e04b1ddeeb5b616468aa3813a66fa,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Tables/STable12_assay_sensitivity.csv,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Tables/STable12_assay_sensitivity.csv,190,e29d8828282c39f4adefdc839e5ab1dcb64924c67cc4401de36939eaca15cec9,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Tables/STable13_llm_scoreboard.csv,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Tables/STable13_llm_scoreboard.csv,384,a57de5da6e4924e4242b1186fb8095f1413a236404cea476d89a425b4a1089ba,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Tables/STable14_significance.csv,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Tables/STable14_significance.csv,509,89debb77833567b5f9c95c4763cf7158e7ecae1dd66823bc8fb50a39726f4d68,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Tables/STable15_cv_comparison.csv,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Tables/STable15_cv_comparison.csv,441,521dc7539ff3da76a4369a1a4d5215cc6731259d6ca8391c0f400cc3390ab54a,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Tables/STable1_classification_metrics.csv,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Tables/STable1_classification_metrics.csv,1281,e24b0fdd8df8ba2c8940baa2e7ecd52fe0b04f841b595767559b4c0d5304609e,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Tables/STable2_receptor_regression.csv,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Tables/STable2_receptor_regression.csv,326,584b6d57e41ba42991b2e60b44031b086b0a49409ab4cdd430d62c88589595b6,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
BrainSafe_AI_Publication/Supplementary/Tables/STable3_antioxidant_measured.csv,_ARCHIVE_2026-08-10/01_superseded_publication/Supplementary/Tables/STable3_antioxidant_measured.csv,252,cbbef35688603638ccc4cdc942f60b76ef144ccc163a00e29f0f476ea4f04fdb,"Publication bundle for the July manuscript, superseded by manuscript/NAR_WebServer_BrainSafe_built.md. Its Supplementary/Datasets CSVs share filenames with the live training tables but hold pre-BindingDB, pre-inactives snapshots, so leaving them in the tree invites them to be read as current training data."
