path,category,extension,size_kb,in_git
data/_chembl_cache/BChE_y.json,"Root: application, build and project files",json,445.1,no
data/_chembl_cache/D2_y.json,"Root: application, build and project files",json,1420.5,no
data/_chembl_cache/extended_candidates.json,"Root: application, build and project files",json,2.3,no
data/_chembl_cache/GSK3B.json,"Root: application, build and project files",json,857.4,no
data/_chembl_cache/GSK3B_std.json,"Root: application, build and project files",json,880.1,no
data/_chembl_cache/GSK3B_y.json,"Root: application, build and project files",json,764.2,no
data/_chembl_cache/hERG.json,"Root: application, build and project files",json,1286.7,no
data/_chembl_cache/hERG_std.json,"Root: application, build and project files",json,1577.4,no
data/_chembl_cache/hERG_y.json,"Root: application, build and project files",json,1379.4,no
data/_chembl_cache/HT2A_y.json,"Root: application, build and project files",json,809.4,no
data/_chembl_cache/MAO_A.json,"Root: application, build and project files",json,412.5,no
data/_chembl_cache/MAO_A_std.json,"Root: application, build and project files",json,425.9,no
data/_chembl_cache/MAO_A_y.json,"Root: application, build and project files",json,364.0,no
data/_chembl_cache/MAO_B.json,"Root: application, build and project files",json,621.1,no
data/_chembl_cache/MAO_B_std.json,"Root: application, build and project files",json,641.1,no
data/_chembl_cache/MAO_B_y.json,"Root: application, build and project files",json,547.4,no
data/_chembl_cache/pathway_verification.json,"Root: application, build and project files",json,7.9,no
data/_chembl_cache/SERT_y.json,"Root: application, build and project files",json,632.2,no
data/_chembl_cache/target_search.json,"Root: application, build and project files",json,5.0,no
data/_pubchem_cache/AChE_inactives.csv,"Root: application, build and project files",csv,0.0,no
data/_pubchem_cache/BACE1_added.csv,"Root: application, build and project files",csv,0.8,no
data/_pubchem_cache/BACE1_inactives.csv,"Root: application, build and project files",csv,0.9,no
data/_pubchem_cache/BChE_inactives.csv,"Root: application, build and project files",csv,0.0,no
data/_pubchem_cache/CGRP_inactives.csv,"Root: application, build and project files",csv,0.0,no
data/_pubchem_cache/CSF1R_inactives.csv,"Root: application, build and project files",csv,0.0,no
data/_pubchem_cache/external_100_smiles.json,"Root: application, build and project files",json,9.9,no
data/_pubchem_cache/GABA_A_inactives.csv,"Root: application, build and project files",csv,0.0,no
data/_pubchem_cache/GluA2_inactives.csv,"Root: application, build and project files",csv,0.0,no
data/_pubchem_cache/GluN2B_inactives.csv,"Root: application, build and project files",csv,0.0,no
data/_pubchem_cache/GSK3B_added.csv,"Root: application, build and project files",csv,262.5,no
data/_pubchem_cache/GSK3B_inactives.csv,"Root: application, build and project files",csv,851.0,no
data/_pubchem_cache/hERG_inactives.csv,"Root: application, build and project files",csv,841.3,no
data/_pubchem_cache/HT2A_inactives.csv,"Root: application, build and project files",csv,0.0,no
data/_pubchem_cache/HT6_inactives.csv,"Root: application, build and project files",csv,0.0,no
data/_pubchem_cache/LRRK2_inactives.csv,"Root: application, build and project files",csv,0.0,no
data/_pubchem_cache/MAO_A_inactives.csv,"Root: application, build and project files",csv,0.0,no
data/_pubchem_cache/MAO_B_added.csv,"Root: application, build and project files",csv,0.1,no
data/_pubchem_cache/MAO_B_inactives.csv,"Root: application, build and project files",csv,0.1,no
data/_pubchem_cache/mGluR5_inactives.csv,"Root: application, build and project files",csv,0.0,no
data/_pubchem_cache/MT1_inactives.csv,"Root: application, build and project files",csv,0.0,no
data/_pubchem_cache/Nav1_6_inactives.csv,"Root: application, build and project files",csv,0.0,no
data/_pubchem_cache/NLRP3_inactives.csv,"Root: application, build and project files",csv,0.0,no
data/_pubchem_cache/OX1_inactives.csv,"Root: application, build and project files",csv,198.4,no
data/_pubchem_cache/OX2_inactives.csv,"Root: application, build and project files",csv,11.8,no
data/_pubchem_cache/P2X7_inactives.csv,"Root: application, build and project files",csv,0.0,no
data/_pubchem_cache/PDE10A_inactives.csv,"Root: application, build and project files",csv,0.0,no
data/_pubchem_cache/Sigma1_inactives.csv,"Root: application, build and project files",csv,0.0,no
data/adme/caco2_permeability.csv,"Training data, ADME endpoints",csv,89.9,yes
data/adme/clearance_hepatocyte.csv,"Training data, ADME endpoints",csv,87.0,yes
data/adme/kpuu.csv,"Training data, ADME endpoints",csv,58.7,yes
data/adme/lipophilicity.csv,"Training data, ADME endpoints",csv,339.0,yes
data/adme/logbb.csv,"Training data, ADME endpoints",csv,78.2,yes
data/adme/pgp_inhibition.csv,"Training data, ADME endpoints",csv,101.7,yes
data/adme/pgp_substrate.csv,"Training data, ADME endpoints",csv,141.7,yes
data/adme/plasma_protein_binding.csv,"Training data, ADME endpoints",csv,154.3,yes
data/adme/solubility.csv,"Training data, ADME endpoints",csv,656.5,yes
data/adme/SOURCE.md,"Training data, ADME endpoints",md,1.4,yes
data/brainsafe_expanded.csv,"Root: application, build and project files",csv,49.0,yes
data/brainsafe_FINAL.csv,"Root: application, build and project files",csv,87.2,yes
data/brainsafe_master.csv,"Root: application, build and project files",csv,66.1,yes
data/brainsafe_master_v2.csv,"Root: application, build and project files",csv,83.1,yes
data/brainsafe_SCIENTIFIC_FIXED.csv,"Root: application, build and project files",csv,95.1,yes
data/brainsafe_training_set.csv,"Root: application, build and project files",csv,18.6,yes
data/brainsafe_training_set_325.csv,"Root: application, build and project files",csv,44.0,yes
data/clinical_cns_reference.csv,"Root: application, build and project files",csv,37.9,yes
data/core_panel_target_ids.json,"Root: application, build and project files",json,2.2,yes
data/endpoints/_summary.json,"Training data, per endpoint",json,1.8,yes
data/endpoints/A1.csv,"Training data, per endpoint",csv,300.3,yes
data/endpoints/A2A.csv,"Training data, per endpoint",csv,524.3,yes
data/endpoints/a3b4nAChR.csv,"Training data, per endpoint",csv,38.9,yes
data/endpoints/a4b2nAChR.csv,"Training data, per endpoint",csv,55.6,yes
data/endpoints/a7nAChR.csv,"Training data, per endpoint",csv,76.8,yes
data/endpoints/AChE.csv,"Training data, per endpoint",csv,334.1,yes
data/endpoints/BACE1.csv,"Training data, per endpoint",csv,782.3,yes
data/endpoints/BBB.csv,"Training data, per endpoint",csv,468.9,yes
data/endpoints/BChE.csv,"Training data, per endpoint",csv,203.2,yes
data/endpoints/Cav3_2.csv,"Training data, per endpoint",csv,48.9,yes
data/endpoints/CB1.csv,"Training data, per endpoint",csv,367.2,yes
data/endpoints/CGRP.csv,"Training data, per endpoint",csv,86.7,yes
data/endpoints/COX2.csv,"Training data, per endpoint",csv,229.4,yes
data/endpoints/CSF1R.csv,"Training data, per endpoint",csv,185.9,yes
data/endpoints/D2.csv,"Training data, per endpoint",csv,612.4,yes
data/endpoints/D3.csv,"Training data, per endpoint",csv,422.7,yes
data/endpoints/DAT.csv,"Training data, per endpoint",csv,179.9,yes
data/endpoints/DHODH.csv,"Training data, per endpoint",csv,119.6,yes
data/endpoints/GABA_A.csv,"Training data, per endpoint",csv,22.1,yes
data/endpoints/GABAA_a5.csv,"Training data, per endpoint",csv,42.8,yes
data/endpoints/GBA1.csv,"Training data, per endpoint",csv,39.7,yes
data/endpoints/GluA2.csv,"Training data, per endpoint",csv,12.4,yes
data/endpoints/GluN2B.csv,"Training data, per endpoint",csv,102.5,yes
data/endpoints/GSK3B.csv,"Training data, per endpoint",csv,374.1,yes
data/endpoints/H3.csv,"Training data, per endpoint",csv,276.6,yes
data/endpoints/HDAC1.csv,"Training data, per endpoint",csv,466.0,yes
data/endpoints/HDAC6.csv,"Training data, per endpoint",csv,404.2,yes
data/endpoints/hERG.csv,"Training data, per endpoint",csv,457.0,yes
data/endpoints/HT1A.csv,"Training data, per endpoint",csv,380.3,yes
data/endpoints/HT2A.csv,"Training data, per endpoint",csv,434.3,yes
data/endpoints/HT6.csv,"Training data, per endpoint",csv,268.1,yes
data/endpoints/HT7.csv,"Training data, per endpoint",csv,171.6,yes
data/endpoints/KEAP1.csv,"Training data, per endpoint",csv,43.0,yes
data/endpoints/LRRK2.csv,"Training data, per endpoint",csv,113.2,yes
data/endpoints/MAO_A.csv,"Training data, per endpoint",csv,142.5,yes
data/endpoints/MAO_B.csv,"Training data, per endpoint",csv,235.6,yes
data/endpoints/mGluR5.csv,"Training data, per endpoint",csv,150.9,yes
data/endpoints/MT1.csv,"Training data, per endpoint",csv,55.4,yes
data/endpoints/mTOR.csv,"Training data, per endpoint",csv,358.4,yes
data/endpoints/Nav1_1.csv,"Training data, per endpoint",csv,36.6,yes
data/endpoints/Nav1_5.csv,"Training data, per endpoint",csv,72.1,yes
data/endpoints/Nav1_6.csv,"Training data, per endpoint",csv,60.7,yes
data/endpoints/Nav1_7.csv,"Training data, per endpoint",csv,602.2,yes
data/endpoints/Nav1_8.csv,"Training data, per endpoint",csv,41.8,yes
data/endpoints/NET.csv,"Training data, per endpoint",csv,198.4,yes
data/endpoints/NLRP3.csv,"Training data, per endpoint",csv,36.5,yes
data/endpoints/OPRK1.csv,"Training data, per endpoint",csv,480.3,yes
data/endpoints/OPRM1.csv,"Training data, per endpoint",csv,556.1,yes
data/endpoints/OX1.chembl_only.csv,"Training data, per endpoint",csv,459.2,yes
data/endpoints/OX1.csv,"Training data, per endpoint",csv,460.7,yes
data/endpoints/OX2.chembl_only.csv,"Training data, per endpoint",csv,532.9,yes
data/endpoints/OX2.csv,"Training data, per endpoint",csv,533.2,yes
data/endpoints/P2X7.csv,"Training data, per endpoint",csv,311.1,yes
data/endpoints/PDE10A.csv,"Training data, per endpoint",csv,354.7,yes
data/endpoints/PDE4B.csv,"Training data, per endpoint",csv,142.4,yes
data/endpoints/RIPK1.csv,"Training data, per endpoint",csv,251.0,yes
data/endpoints/SERT.csv,"Training data, per endpoint",csv,319.7,yes
data/endpoints/Sigma1.csv,"Training data, per endpoint",csv,182.0,yes
data/endpoints/SIRT1.csv,"Training data, per endpoint",csv,39.6,yes
data/endpoints/TAAR1.csv,"Training data, per endpoint",csv,15.7,yes
data/endpoints_reg/antioxidant_dpph.csv,"Training data, per endpoint",csv,218.7,yes
data/endpoints_reg/pka_all.csv,"Training data, per endpoint",csv,714.2,yes
data/endpoints_reg/pka_basic.csv,"Training data, per endpoint",csv,396.8,yes
data/external/admetlab/admetlab_input_ALL240.smi,External structure libraries,smi,14.2,yes
data/external/admetlab/admetlab_input_BBB.smi,External structure libraries,smi,7.4,yes
data/external/admetlab/admetlab_input_hERG.smi,External structure libraries,smi,6.8,yes
data/external/admetlab/admetlab_testset.csv,External structure libraries,csv,17.4,yes
data/external/approved_drugs_targets.tsv,External structure libraries,tsv,0.5,no
data/external/BBB_Final_GNN_Dataset_2026_CLEAN_v5.csv,External structure libraries,csv,163.3,yes
data/external/chembl34_smiles_clean.tsv,External structure libraries,tsv,113231.0,no
data/external/coconut_smiles.tsv,External structure libraries,tsv,73430.3,no
data/external/COMPREHENSIVE_DRUG_DATABASE.tsv,External structure libraries,tsv,3.4,no
data/external/drug_smiles.tsv,External structure libraries,tsv,0.1,no
data/external/drugbank_smiles.tsv,External structure libraries,tsv,979.3,no
data/external/natural_all_CNS.tsv,External structure libraries,tsv,26629.0,no
data/external/processed/external_bbb_test.csv,External structure libraries,csv,196.2,yes
data/external/processed/external_drugs.csv,External structure libraries,csv,1747.4,yes
data/external/processed/external_summary.csv,External structure libraries,csv,0.2,yes
data/external/processed/flavonoid_panel.csv,External structure libraries,csv,7006.0,yes
data/external/processed/natural_products_coverage.csv,External structure libraries,csv,33267.1,no
data/external/pubchem_natural_smiles_clean.tsv,External structure libraries,tsv,400.6,no
data/external/SOURCE.md,External structure libraries,md,3.0,yes
data/processed/compound_library.csv,Derived data tables,csv,11523.0,yes
data/processed/cv_predictions/A2A_random_oof.csv,Derived data tables,csv,558.8,yes
data/processed/cv_predictions/A2A_scaffold_oof.csv,Derived data tables,csv,558.9,yes
data/processed/cv_predictions/AChE_random_oof.csv,Derived data tables,csv,347.4,yes
data/processed/cv_predictions/AChE_scaffold_oof.csv,Derived data tables,csv,347.2,yes
data/processed/cv_predictions/adme/caco2_permeability_random_oof.csv,Derived data tables,csv,83.9,yes
data/processed/cv_predictions/adme/caco2_permeability_scaffold_oof.csv,Derived data tables,csv,83.9,yes
data/processed/cv_predictions/adme/clearance_hepatocyte_random_oof.csv,Derived data tables,csv,79.4,yes
data/processed/cv_predictions/adme/clearance_hepatocyte_scaffold_oof.csv,Derived data tables,csv,79.4,yes
data/processed/cv_predictions/adme/kpuu_random_oof.csv,Derived data tables,csv,52.6,yes
data/processed/cv_predictions/adme/kpuu_scaffold_oof.csv,Derived data tables,csv,52.6,yes
data/processed/cv_predictions/adme/lipophilicity_random_oof.csv,Derived data tables,csv,309.3,yes
data/processed/cv_predictions/adme/lipophilicity_scaffold_oof.csv,Derived data tables,csv,309.3,yes
data/processed/cv_predictions/adme/logbb_random_oof.csv,Derived data tables,csv,71.9,yes
data/processed/cv_predictions/adme/logbb_scaffold_oof.csv,Derived data tables,csv,72.0,yes
data/processed/cv_predictions/adme/pgp_inhibition_random_oof.csv,Derived data tables,csv,89.2,yes
data/processed/cv_predictions/adme/pgp_inhibition_scaffold_oof.csv,Derived data tables,csv,89.2,yes
data/processed/cv_predictions/adme/pgp_substrate_random_oof.csv,Derived data tables,csv,125.3,yes
data/processed/cv_predictions/adme/pgp_substrate_scaffold_oof.csv,Derived data tables,csv,125.2,yes
data/processed/cv_predictions/adme/plasma_protein_binding_random_oof.csv,Derived data tables,csv,140.2,yes
data/processed/cv_predictions/adme/plasma_protein_binding_scaffold_oof.csv,Derived data tables,csv,140.2,yes
data/processed/cv_predictions/adme/solubility_random_oof.csv,Derived data tables,csv,596.5,yes
data/processed/cv_predictions/adme/solubility_scaffold_oof.csv,Derived data tables,csv,596.5,yes
data/processed/cv_predictions/antioxidant_DPPH_random_oof.csv,Derived data tables,csv,271.5,yes
data/processed/cv_predictions/antioxidant_DPPH_scaffold_oof.csv,Derived data tables,csv,271.5,yes
data/processed/cv_predictions/BACE1_random_oof.csv,Derived data tables,csv,788.5,yes
data/processed/cv_predictions/BACE1_scaffold_oof.csv,Derived data tables,csv,791.7,yes
data/processed/cv_predictions/BBB_random_oof.csv,Derived data tables,csv,664.0,yes
data/processed/cv_predictions/BBB_scaffold_oof.csv,Derived data tables,csv,663.6,yes
data/processed/cv_predictions/BChE_random_oof.csv,Derived data tables,csv,210.2,yes
data/processed/cv_predictions/BChE_scaffold_oof.csv,Derived data tables,csv,210.2,yes
data/processed/cv_predictions/D2_random_oof.csv,Derived data tables,csv,643.1,yes
data/processed/cv_predictions/D2_scaffold_oof.csv,Derived data tables,csv,643.0,yes
data/processed/cv_predictions/GSK3B_random_oof.csv,Derived data tables,csv,388.3,yes
data/processed/cv_predictions/GSK3B_scaffold_oof.csv,Derived data tables,csv,389.9,yes
data/processed/cv_predictions/hERG_random_oof.csv,Derived data tables,csv,497.7,yes
data/processed/cv_predictions/hERG_scaffold_oof.csv,Derived data tables,csv,497.6,yes
data/processed/cv_predictions/HT2A_random_oof.csv,Derived data tables,csv,461.2,yes
data/processed/cv_predictions/HT2A_scaffold_oof.csv,Derived data tables,csv,461.2,yes
data/processed/cv_predictions/MAO_A_random_oof.csv,Derived data tables,csv,152.7,yes
data/processed/cv_predictions/MAO_A_scaffold_oof.csv,Derived data tables,csv,152.6,yes
data/processed/cv_predictions/MAO_B_random_oof.csv,Derived data tables,csv,247.6,yes
data/processed/cv_predictions/MAO_B_scaffold_oof.csv,Derived data tables,csv,247.6,yes
data/processed/cv_predictions/SERT_random_oof.csv,Derived data tables,csv,337.7,yes
data/processed/cv_predictions/SERT_scaffold_oof.csv,Derived data tables,csv,337.8,yes
data/processed/endpoint_labels_long.csv,Derived data tables,csv,8538.1,yes
data/raw/brainsafe_libs_lean/BBB_Final_GNN_Dataset_2026_CLEAN_v5.csv,Source data as retrieved,csv,163.3,yes
data/raw/brainsafe_libs_lean/chembl34_smiles_clean.tsv,Source data as retrieved,tsv,113231.0,no
data/raw/brainsafe_libs_lean/coconut_smiles.tsv,Source data as retrieved,tsv,73430.3,no
data/raw/brainsafe_libs_lean/COMPREHENSIVE_DRUG_DATABASE.tsv,Source data as retrieved,tsv,3.4,no
data/raw/brainsafe_libs_lean/drug_smiles.tsv,Source data as retrieved,tsv,0.1,no
data/raw/brainsafe_libs_lean/drugbank_smiles.tsv,Source data as retrieved,tsv,979.3,no
data/raw/brainsafe_libs_lean/natural_all_CNS.tsv,Source data as retrieved,tsv,26629.0,no
data/raw/brainsafe_libs_lean/pubchem_natural_smiles_clean.tsv,Source data as retrieved,tsv,400.6,no
data/raw/measured_endpoints_SOURCE.md,Source data as retrieved,md,3.1,yes
data/readacross/ADRA1A.csv,Read-across index inputs,csv,107.8,yes
data/readacross/ADRA2A.csv,Read-across index inputs,csv,41.6,yes
data/readacross/ADRB2.csv,Read-across index inputs,csv,109.2,yes
data/readacross/CASP3.csv,Read-across index inputs,csv,60.9,yes
data/readacross/CB2.csv,Read-across index inputs,csv,369.5,yes
data/readacross/COX1.csv,Read-across index inputs,csv,19.6,yes
data/readacross/CTSB.csv,Read-across index inputs,csv,45.8,yes
data/readacross/D1.csv,Read-across index inputs,csv,63.3,yes
data/readacross/D4.csv,Read-across index inputs,csv,130.6,yes
data/readacross/H1.csv,Read-across index inputs,csv,79.6,yes
data/readacross/HT2C.csv,Read-across index inputs,csv,160.2,yes
data/readacross/HT3A.csv,Read-across index inputs,csv,37.7,yes
data/readacross/HT4.csv,Read-across index inputs,csv,45.7,yes
data/readacross/JNK3.csv,Read-across index inputs,csv,61.8,yes
data/readacross/M1.csv,Read-across index inputs,csv,125.3,yes
data/readacross/M2.csv,Read-across index inputs,csv,125.9,yes
data/readacross/M3.csv,Read-across index inputs,csv,151.8,yes
data/readacross/OPRD1.csv,Read-across index inputs,csv,319.1,yes
data/readacross/p38a.csv,Read-across index inputs,csv,268.4,yes
data/readacross/PARP1.csv,Read-across index inputs,csv,228.8,yes
data/readacross/PDE5.csv,Read-across index inputs,csv,99.7,yes
data/readacross/ROCK1.csv,Read-across index inputs,csv,106.5,yes
data/README.md,"Root: application, build and project files",md,2.2,yes
data/silver_candidates.csv,"Root: application, build and project files",csv,20.8,yes
deploy/gcloud/deploy_cloud_run.md,Deployment instructions,md,6.1,yes
deploy/huggingface/push_to_space.sh,Deployment instructions,sh,2.2,yes
deploy/huggingface/README.md,Deployment instructions,md,3.1,yes
DEPLOY.md,"Root: application, build and project files",md,7.3,yes
Dockerfile,"Root: application, build and project files",(none),3.3,yes
docs/about_preview.html,Documentation,html,4843.4,no
docs/ADME_RESULTS.md,Documentation,md,4.9,yes
docs/app_preview.html,Documentation,html,149.8,no
docs/BS_BENCHMARK_ANALYSIS.md,Documentation,md,8.6,yes
docs/BS_LLM_benchmark_protocol.md,Documentation,md,5.5,yes
docs/BS_MODEL_CARD.md,Documentation,md,36.0,yes
docs/DATA_DICTIONARY.md,Documentation,md,4.7,yes
docs/DATA_HEADROOM_A2.md,Documentation,md,1.8,yes
docs/DATA_MANIFEST.md,Documentation,md,3.7,yes
docs/decisions_log.md,Documentation,md,6.8,yes
docs/ENDPOINT_JUSTIFICATION.md,Documentation,md,8.1,yes
docs/EXPANSION_PLAN.md,Documentation,md,8.4,yes
docs/INACTIVES_EXPERIMENT.md,Documentation,md,3.3,yes
docs/METHODOLOGY_AUDIT.md,Documentation,md,6.0,yes
docs/METHODS.md,Documentation,md,7.0,yes
docs/MODEL_SELECTION_AND_DATA.md,Documentation,md,2.7,yes
docs/PROJECT_STRUCTURE.md,Documentation,md,3.6,yes
docs/RF_CV_RESULTS.md,Documentation,md,5.1,yes
docs/VALIDATION.md,Documentation,md,6.8,yes
figures/_oof_cache.npz,Manuscript figures,npz,1005.9,no
figures/fig1_workflow.png,Manuscript figures,png,227.4,yes
figures/fig2_dataset.png,Manuscript figures,png,137.4,yes
figures/fig3_validation.png,Manuscript figures,png,94.5,yes
figures/fig4_roc_calibration.png,Manuscript figures,png,354.0,yes
figures/fig5_conformal_comparison.png,Manuscript figures,png,177.5,yes
figures/fig6_benchmark.png,Manuscript figures,png,108.9,yes
figures/fig7_regression.png,Manuscript figures,png,1886.2,yes
figures/fig8_generalisation.png,Manuscript figures,png,273.0,yes
figures/graphical_abstract.png,Manuscript figures,png,185.0,yes
inversion/audit_mesh_map.py,Inversion and falsification analysis,py,3.6,yes
inversion/cache/chembl_drug_smiles.json,Inversion and falsification analysis,json,29.6,yes
inversion/cache/chembl_indications.json,Inversion and falsification analysis,json,18.3,yes
inversion/cache/H6_scored.json,Inversion and falsification analysis,json,275.4,yes
inversion/H1H2H3.log,Inversion and falsification analysis,log,2.1,no
inversion/H4.log,Inversion and falsification analysis,log,6976.8,no
inversion/H5.log,Inversion and falsification analysis,log,2.5,no
inversion/inv_clinical_indication.py,Inversion and falsification analysis,py,14.6,yes
inversion/inv_disease_layer.py,Inversion and falsification analysis,py,8.7,yes
inversion/inv_distant_specificity.py,Inversion and falsification analysis,py,6.0,yes
inversion/inv_panel_independence.py,Inversion and falsification analysis,py,9.6,yes
inversion/inv_readacross_value.py,Inversion and falsification analysis,py,4.8,yes
inversion/inv_target_discrimination.py,Inversion and falsification analysis,py,8.1,yes
inversion/PLAN.md,Inversion and falsification analysis,md,5.3,yes
inversion/REPORT.md,Inversion and falsification analysis,md,7.9,yes
inversion/results/GRAPH_FINGERPRINT.json,Inversion and falsification analysis,json,0.1,yes
inversion/results/H1_disease_layer.csv,Inversion and falsification analysis,csv,0.2,yes
inversion/results/H2_weight_ablation.csv,Inversion and falsification analysis,csv,0.1,yes
inversion/results/H3_gating.csv,Inversion and falsification analysis,csv,0.2,yes
inversion/results/H4_distant_predictions.csv,Inversion and falsification analysis,csv,36.7,no
inversion/results/H4_distant_specificity.csv,Inversion and falsification analysis,csv,0.3,yes
inversion/results/H5_readacross_per_target.csv,Inversion and falsification analysis,csv,0.8,yes
inversion/results/H5_readacross_value.csv,Inversion and falsification analysis,csv,0.2,yes
inversion/results/H6_clinical_indication.csv,Inversion and falsification analysis,csv,0.6,yes
inversion/results/H6_clinical_indication_predictions.csv,Inversion and falsification analysis,csv,85.8,yes
inversion/results/H6_clinical_per_indication.csv,Inversion and falsification analysis,csv,0.4,yes
inversion/results/H6_mesh_mapping_audit.csv,Inversion and falsification analysis,csv,7.2,yes
inversion/results/H7_disease_sensitivity.csv,Inversion and falsification analysis,csv,0.7,yes
inversion/results/H7_target_discrimination.csv,Inversion and falsification analysis,csv,2.5,yes
inversion/results/H8_family_correlation.csv,Inversion and falsification analysis,csv,1.2,yes
inversion/results/H8_panel_independence.csv,Inversion and falsification analysis,csv,0.5,yes
inversion/results/VERDICTS.csv,Inversion and falsification analysis,csv,1.2,yes
inversion/summarise.py,Inversion and falsification analysis,py,17.5,yes
LICENSE,"Root: application, build and project files",(none),1.1,yes
logo/brainsafe_logo.png,Source logos,png,1430.5,yes
logo/SSSIHL logo.png,Source logos,png,42.5,yes
manuscript/BrainSafe_AI_Manuscript.docx,Manuscript,docx,583.9,yes
manuscript/BS_MANUSCRIPT_FINAL.md,Manuscript,md,37.0,yes
manuscript/figures/Figure10_performance.png,Manuscript,png,152.0,yes
manuscript/figures/Figure11_decision_analysis.png,Manuscript,png,231.7,yes
manuscript/figures/Figure1_endpoint_rationale.png,Manuscript,png,663.5,yes
manuscript/figures/Figure2_mechanism.png,Manuscript,png,323.5,yes
manuscript/figures/Figure3_model_selection.png,Manuscript,png,164.0,yes
manuscript/figures/Figure4_validation.png,Manuscript,png,170.2,yes
manuscript/figures/Figure5_cv_design_and_errorbars.png,Manuscript,png,314.0,yes
manuscript/figures/Figure6_all_endpoints.png,Manuscript,png,219.8,yes
manuscript/figures/Figure7_temporal_by_domain.png,Manuscript,png,284.3,yes
manuscript/figures/Figure8_scaffold_holdout.png,Manuscript,png,307.7,yes
manuscript/figures/Figure9_specificity.png,Manuscript,png,206.8,yes
manuscript/NAR_WebServer_BrainSafe.docx,Manuscript,docx,2384.2,yes
manuscript/NAR_WebServer_BrainSafe_built.md,Manuscript,md,78.6,yes
manuscript/NAR_WebServer_BrainSafe_draft.docx,Manuscript,docx,607.2,yes
manuscript/NAR_WebServer_BrainSafe_draft.md,Manuscript,md,63.0,yes
manuscript/references.md,Manuscript,md,4.3,yes
manuscript/references_verified.json,Manuscript,json,9.6,yes
manuscript/tables_generated.md,Manuscript,md,15.7,yes
model_fetch.py,"Root: application, build and project files",py,7.4,yes
models_manifest.json,"Root: application, build and project files",json,30.8,yes
models_rf/A1_binder.joblib,Deployed model artefacts and metadata,joblib,4265.4,no
models_rf/A1_binder_meta.json,Deployed model artefacts and metadata,json,0.6,yes
models_rf/A2A.joblib,Deployed model artefacts and metadata,joblib,22343.7,no
models_rf/A2A_binder.joblib,Deployed model artefacts and metadata,joblib,7057.4,no
models_rf/A2A_binder_meta.json,Deployed model artefacts and metadata,json,0.6,yes
models_rf/A2A_meta.json,Deployed model artefacts and metadata,json,0.9,yes
models_rf/a3b4nAChR_binder.joblib,Deployed model artefacts and metadata,joblib,559.5,no
