index,column,block,dtype,definition,computed_on,note
42,ecfp4_42,fingerprint,float32 (0.0 or 1.0),"bit 42 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
43,ecfp4_43,fingerprint,float32 (0.0 or 1.0),"bit 43 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
44,ecfp4_44,fingerprint,float32 (0.0 or 1.0),"bit 44 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
45,ecfp4_45,fingerprint,float32 (0.0 or 1.0),"bit 45 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
46,ecfp4_46,fingerprint,float32 (0.0 or 1.0),"bit 46 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
47,ecfp4_47,fingerprint,float32 (0.0 or 1.0),"bit 47 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
48,ecfp4_48,fingerprint,float32 (0.0 or 1.0),"bit 48 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
49,ecfp4_49,fingerprint,float32 (0.0 or 1.0),"bit 49 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
50,ecfp4_50,fingerprint,float32 (0.0 or 1.0),"bit 50 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
51,ecfp4_51,fingerprint,float32 (0.0 or 1.0),"bit 51 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
52,ecfp4_52,fingerprint,float32 (0.0 or 1.0),"bit 52 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
53,ecfp4_53,fingerprint,float32 (0.0 or 1.0),"bit 53 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
54,ecfp4_54,fingerprint,float32 (0.0 or 1.0),"bit 54 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
55,ecfp4_55,fingerprint,float32 (0.0 or 1.0),"bit 55 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
56,ecfp4_56,fingerprint,float32 (0.0 or 1.0),"bit 56 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
57,ecfp4_57,fingerprint,float32 (0.0 or 1.0),"bit 57 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
58,ecfp4_58,fingerprint,float32 (0.0 or 1.0),"bit 58 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
59,ecfp4_59,fingerprint,float32 (0.0 or 1.0),"bit 59 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
60,ecfp4_60,fingerprint,float32 (0.0 or 1.0),"bit 60 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
61,ecfp4_61,fingerprint,float32 (0.0 or 1.0),"bit 61 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
62,ecfp4_62,fingerprint,float32 (0.0 or 1.0),"bit 62 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
63,ecfp4_63,fingerprint,float32 (0.0 or 1.0),"bit 63 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
64,ecfp4_64,fingerprint,float32 (0.0 or 1.0),"bit 64 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
65,ecfp4_65,fingerprint,float32 (0.0 or 1.0),"bit 65 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
66,ecfp4_66,fingerprint,float32 (0.0 or 1.0),"bit 66 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
67,ecfp4_67,fingerprint,float32 (0.0 or 1.0),"bit 67 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
68,ecfp4_68,fingerprint,float32 (0.0 or 1.0),"bit 68 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
69,ecfp4_69,fingerprint,float32 (0.0 or 1.0),"bit 69 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
70,ecfp4_70,fingerprint,float32 (0.0 or 1.0),"bit 70 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
71,ecfp4_71,fingerprint,float32 (0.0 or 1.0),"bit 71 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
72,ecfp4_72,fingerprint,float32 (0.0 or 1.0),"bit 72 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
73,ecfp4_73,fingerprint,float32 (0.0 or 1.0),"bit 73 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
74,ecfp4_74,fingerprint,float32 (0.0 or 1.0),"bit 74 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
75,ecfp4_75,fingerprint,float32 (0.0 or 1.0),"bit 75 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
76,ecfp4_76,fingerprint,float32 (0.0 or 1.0),"bit 76 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
77,ecfp4_77,fingerprint,float32 (0.0 or 1.0),"bit 77 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
78,ecfp4_78,fingerprint,float32 (0.0 or 1.0),"bit 78 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
79,ecfp4_79,fingerprint,float32 (0.0 or 1.0),"bit 79 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
80,ecfp4_80,fingerprint,float32 (0.0 or 1.0),"bit 80 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
81,ecfp4_81,fingerprint,float32 (0.0 or 1.0),"bit 81 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
82,ecfp4_82,fingerprint,float32 (0.0 or 1.0),"bit 82 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
83,ecfp4_83,fingerprint,float32 (0.0 or 1.0),"bit 83 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
84,ecfp4_84,fingerprint,float32 (0.0 or 1.0),"bit 84 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
85,ecfp4_85,fingerprint,float32 (0.0 or 1.0),"bit 85 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
86,ecfp4_86,fingerprint,float32 (0.0 or 1.0),"bit 86 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
87,ecfp4_87,fingerprint,float32 (0.0 or 1.0),"bit 87 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
88,ecfp4_88,fingerprint,float32 (0.0 or 1.0),"bit 88 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
89,ecfp4_89,fingerprint,float32 (0.0 or 1.0),"bit 89 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
90,ecfp4_90,fingerprint,float32 (0.0 or 1.0),"bit 90 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
91,ecfp4_91,fingerprint,float32 (0.0 or 1.0),"bit 91 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
92,ecfp4_92,fingerprint,float32 (0.0 or 1.0),"bit 92 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
93,ecfp4_93,fingerprint,float32 (0.0 or 1.0),"bit 93 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
94,ecfp4_94,fingerprint,float32 (0.0 or 1.0),"bit 94 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
95,ecfp4_95,fingerprint,float32 (0.0 or 1.0),"bit 95 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
96,ecfp4_96,fingerprint,float32 (0.0 or 1.0),"bit 96 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
97,ecfp4_97,fingerprint,float32 (0.0 or 1.0),"bit 97 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
98,ecfp4_98,fingerprint,float32 (0.0 or 1.0),"bit 98 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
99,ecfp4_99,fingerprint,float32 (0.0 or 1.0),"bit 99 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
100,ecfp4_100,fingerprint,float32 (0.0 or 1.0),"bit 100 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
101,ecfp4_101,fingerprint,float32 (0.0 or 1.0),"bit 101 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
102,ecfp4_102,fingerprint,float32 (0.0 or 1.0),"bit 102 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
103,ecfp4_103,fingerprint,float32 (0.0 or 1.0),"bit 103 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
104,ecfp4_104,fingerprint,float32 (0.0 or 1.0),"bit 104 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
105,ecfp4_105,fingerprint,float32 (0.0 or 1.0),"bit 105 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
106,ecfp4_106,fingerprint,float32 (0.0 or 1.0),"bit 106 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
107,ecfp4_107,fingerprint,float32 (0.0 or 1.0),"bit 107 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
108,ecfp4_108,fingerprint,float32 (0.0 or 1.0),"bit 108 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
109,ecfp4_109,fingerprint,float32 (0.0 or 1.0),"bit 109 of a folded Morgan/ECFP-4 fingerprint, radius 2, 1024 bits, chirality NOT included","largest organic fragment after salt stripping, sanitised","folded, so several substructure environments share a bit; bit identity is not a unique substructure"
