inchikey,smiles,cid
NXJNINUNSFIGJN-UHFFFAOYSA-N,Cn1c2ccc(Cl)cc2c2nc3ccccc3nc21,3155707
POZPNDPDKFMYES-UHFFFAOYSA-N,Cc1cc(NC(=O)CCC(=O)N(Cc2cccs2)C(C(=O)NC2CCCC2)c2ccccc2)no1,3210705
AFLCBYWOVUOJFP-UHFFFAOYSA-N,CCOc1ccc(S(=O)(=O)N2CCCC(C(=O)Nc3cc(C)cc(C)c3)C2)cc1,3228462
MIJZDGIXNWSXRQ-UHFFFAOYSA-N,CCn1c(C)csc1=NC(=O)c1ccccc1O,3238416
CSRRIYMZCVJAAV-UHFFFAOYSA-N,CSc1nc2ccc3nc(NC(=O)c4cccs4)sc3c2s1,3244010
JCZCHJNFGCTGQF-UHFFFAOYSA-N,COc1cccc(-c2cc(C(=O)Nc3ccccc3SC)no2)c1,3244400
XNMNTOFNEHOCDS-UHFFFAOYSA-N,C=CCNc1nc(N(c2ccccc2)c2ccccc2)nc(-n2ccnc2)n1,3244597
RBWBPJCJKURJSA-UHFFFAOYSA-N,O=C(Nc1cccc(S(=O)(=O)NCc2ccco2)c1)c1cc(-c2ccccc2)nc2ccccc12,3320490
KCSQDLWGFXTURN-UHFFFAOYSA-N,N#Cc1cccn1-c1nccc(-c2cccs2)n1,3555442
OJDHOYJFMJIZCR-UHFFFAOYSA-N,O=c1cc(CN2CC(O)Cc3ccc4ccccc4c32)nc2sccn12,3902315
HXVLXVBIEVNEAI-UHFFFAOYSA-N,O=C(c1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1)N1CCN(c2ccccn2)CC1,3923182
DGBMPKRZFCDWPY-UHFFFAOYSA-N,CCN(CC)c1ccc(NC(=O)Cn2c(C(C)NC(=O)c3ccccc3)nc3ccccc32)cc1,3972218
QEXWIBSUYZXMOH-UHFFFAOYSA-N,COc1ccccc1NS(=O)(=O)c1cccc(NC(=O)c2ccc3ccccc3n2)c1,4010113
GBGYYVDQJKPHHK-UHFFFAOYSA-N,Cc1nc2c(ccc3nc(NC(=O)Cc4cccc5ccccc45)sc32)s1,4137760
KHLQGTBTBLCMGX-UHFFFAOYSA-N,CCn1c(SCC(=O)c2ccc3ccccc3c2)nnc1-c1cccs1,4438402
JAPKQFTUXANLIH-UHFFFAOYSA-N,COc1cc(CN2CC(=O)N(c3ccccc3Cl)C2=S)cc(OC)c1OC,4581175
FMRRVKMKGQZGRP-UHFFFAOYSA-N,Cc1nn(-c2ccccc2)c2nc(N)c(C#N)c(-c3ccc(O)c(O)c3)c12,4897145
VZLGPCYXRFHJFJ-UHFFFAOYSA-N,CSc1nc2ccc3nc(NC(=O)c4ccccc4)sc3c2s1,5013043
NQLIVLASGOOYQX-UHFFFAOYSA-N,Cc1csc(-c2coc3cc(O)cc(C)c3c2=O)n1,5310837
MVBKUFCOWPEERW-OEAKJJBVSA-N,Cc1nn(-c2ccccc2)c(C)c1/C=N/NC(=O)c1cc(-c2ccccc2)n[nH]1,5343000
CASRTAOYDNMUOI-AATRIKPKSA-N,Cc1c(/C=C/C(=O)c2cccs2)cnn1C,5376739
CNWSMCUOMUHUNS-UYRXBGFRSA-N,Cc1cc(Cl)ccc1OCCCC(=O)NCCN1C(=O)S/C(=C\c2cccnc2)C1=O,6533320
HHCQZRFAYCXZND-CIAFOILYSA-N,Cc1nn(-c2ccccc2)c(C)c1/C=N/NC(=O)c1cc(-c2cccs2)[nH]n1,6862122
VKVKLBBLGMJVQO-LICLKQGHSA-N,S=c1[nH]nc(-c2cc(-c3ccccc3)n[nH]2)n1/N=C/c1cccs1,6869836
WCLOWKRTLPNLSV-JVWAILMASA-N,S=c1[nH]nc(-c2cc(-c3ccccc3)n[nH]2)n1/N=C/c1c2ccccc2cc2ccccc12,6891772
RXKONCCSUNTPRJ-UHFFFAOYSA-N,COc1ccccc1C(=O)Nc1nc2cc3c(cc2s1)OCCO3,7189883
YLEXSMFDLLESHA-UHFFFAOYSA-N,CCOC(=O)N1CCN(C(=O)CSc2ccc(-c3ccccc3)nn2)CC1,7205716
ZCTMFGPZGXXKJE-UHFFFAOYSA-N,O=C(CSc1ccc(-c2ccccc2)nn1)c1cccs1,7205744
BUEYTYZOCKWHHR-UHFFFAOYSA-N,O=C(CSc1ccc(-c2cccs2)nn1)c1cccs1,7207253
PTGPLMZMHWFKRC-UHFFFAOYSA-N,CCc1cc(C(=O)OCC(=O)N2CCC(c3ccccc3)=N2)sc1C,7847536
UTTFFDFRBMUFAV-UHFFFAOYSA-N,Cc1nc2ccc(NC(=O)c3oc4ccc(F)cc4c3C)cc2s1,9085542
FDULOSNQQBHPAU-VGOFMYFVSA-N,Cn1c(N)c(C(=O)N/N=C/c2ccccc2)sc1=S,9583800
ZBKLKXXWAJJABZ-LZYBPNLTSA-N,COc1ccc(/C=N/Nc2snc(SC)c2C#N)cc1OC,9600290
GWCXEFGKGPBFIY-LICLKQGHSA-N,CN(C)S(=O)(=O)c1ccc(-c2csc(N/N=C/c3ccco3)n2)cc1,9607375
QLNBBJPZXKTDNN-LPYMAVHISA-N,Cc1cccc(/C=N/NC(=O)c2cc3c(s2)-c2ccccc2CC3)c1,9637108
SMDSENIYQGHCLF-LGJNPRDNSA-N,O=C(NC(Cc1c[nH]c2ccccc12)C(=O)N/N=C/c1ccc(Cl)cc1)c1cccs1,9653950
OHFBWJDDFOHHKS-LGJNPRDNSA-N,O=C(NC(Cc1c[nH]c2ccccc12)C(=O)N/N=C/c1ccc(Br)cc1)c1cccs1,9662989
NECFKNBGKKRENB-ABMAFKSBSA-N,Cc1ccc(-c2cc(C(=O)N/N=C/C(Br)=C/c3ccccc3)n[nH]2)o1,9692483
FQAOKDLJUOIMDU-UHFFFAOYSA-N,COCCCNC(=O)CCC(=O)NNc1nc2ccccc2c2nc(-c3ccccc3)nn12,12004912
FCHLRBHPHXGVJS-UHFFFAOYSA-N,CCCCNC(=O)CCC(=O)NNc1nc2ccccc2c2nc(-c3ccccc3)nn12,12005034
CTHZKMOIZZRYOT-UHFFFAOYSA-N,Cc1c2ccccc2nc2c(F)c(N(C)C)c(F)c(F)c12,12005118
XGSZPPXEIDZEMS-UHFFFAOYSA-N,Cc1cc(-c2ccc(N3CCOCC3)cc2)nc2ccccc12,12006251
XMNJCICKJODNJW-UHFFFAOYSA-N,C=CCNC(=O)CCC(=O)NNc1nc2ccccc2c2nc(-c3ccccc3)nn12,16195424
MKNNWVHPBTUYHG-UHFFFAOYSA-N,CC(NC(C)c1ccccc1Cl)C(=O)Nc1cccc(S(=O)(=O)N2CCCCC2)c1,16309185
JDIGQIZGSQAEHX-UHFFFAOYSA-N,CCOc1ccccc1N1CCN(C(=O)c2ccc(S(=O)(=O)Nc3ccccc3)cc2)CC1,16332146
ABSPCBSIRGQAKA-UHFFFAOYSA-N,CC(=O)Nc1cccc(OCC(=O)NC(C)c2ccc3ccccc3c2)c1,16338637
PDXZLMVSGGBMDK-UHFFFAOYSA-N,CNc1nc(Nc2ccc(C)c(Cl)c2)c2cnn(C)c2n1,16456743
SSTKFZVKVKZALO-UHFFFAOYSA-N,COc1ccc(OC)c(S(=O)(=O)NCC(c2ccco2)N2CCc3ccccc32)c1,16830239
DWOMXKJFILUXON-UHFFFAOYSA-N,c1ccc(CN2CCN(C3CCCSc4ccccc43)CC2)cc1,23723175
DTDXWNKBRPNJAO-UHFFFAOYSA-N,COc1ccc(NC(=O)C(=O)Nc2cccc3cccnc23)cc1OC,24746898
FOEVREDQDHWIBE-BLIXFSHQSA-N,O=C(Nc1ccccc1)[C@@H]1CC=C[C@@H]2CCN(Cc3ccc(Cl)c(Cl)c3)C(=O)[C@@H]21,24747377
CKTQSZLJZDVMBM-UQNRQAKVSA-N,COc1ccc(CN2CC[C@H]3C=CC[C@@H](C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)[C@H]3C2=O)cc1OC,24747492
KHDPUEGXJWQTFK-UHFFFAOYSA-N,O=c1c2ccccc2oc2cc(-c3ccc4[nH]ccc4c3)ccc12,24747942
DQFOQICYWYTBRD-FYJGNVAPSA-N,Cc1ccc(/C=C2/Sc3ccccc3N(CC(=O)NCC3CCCO3)C2=O)cc1,24789905
SQRVUKFBVAXVJL-UDWIEESQSA-N,O=C(CN1C(=O)/C(=C\c2cccc(Br)c2)Oc2ccccc21)NCC1CCCO1,24789943
ZHKCBJBORAYSKM-FQEVSTJZSA-N,CN(Cc1ccccc1)C(=O)c1[nH]cnc1C(=O)N[C@@H](Cc1ccccc1)C(=O)OC(C)(C)C,24793385
QMAHTISWMMIVGZ-UHFFFAOYSA-N,CCOc1ccccc1C(=O)Nc1ccc2nc3n(c(=O)c2c1)CCCCC3,24793679
OHNOFYIPVVFZMX-UHFFFAOYSA-N,O=C(c1cccc(N2CCNC2=O)c1)N1CCCC(Nc2cccc(F)c2)C1,24816908
DOQBMWJFKCZNSN-CMDGGOBGSA-N,CCOC(=O)C1=C(COC(=O)/C=C/c2cccc(OC)c2)NC(=O)NC1C,24817071
LQLFCACHZLXHIB-UHFFFAOYSA-N,Cn1c2ccccc2c(=O)c2cc(C#Cc3ccccn3)ccc21,24819158
BNJQKZDJELTZGU-GRSHGNNSSA-N,CSc1cccc(N2CC(C(=O)NCCN3C(=O)S/C(=C\c4cccnc4)C3=O)CC2=O)c1,24979400
GHNOLASIXFSBRH-UHFFFAOYSA-N,CSc1ccc(CN(C)C(=O)c2cc(S(=O)(=O)NCc3ccccc3)ccc2C)cc1,24982063
OPZVXHKGDPCTDW-UHFFFAOYSA-N,CC(C)(O)c1cc2ccc(C#Cc3ccsc3)cc2c(=O)o1,44142309
SLYOYOUYHWDZDC-UHFFFAOYSA-N,C=CCn1c2ccccc2c(=O)c2cc(C#Cc3cc(OC)cc(OC)c3)ccc21,44142353
LHSUROLMIRFSKT-UHFFFAOYSA-N,C=CCn1c2ccccc2c(=O)c2cc(C#Cc3ccccn3)ccc21,44142360
NHRNVKYKZDAAPC-UHFFFAOYSA-N,COc1ccc2sc(-c3ccc(N(C)C)cc3)c(C#CCO)c2c1,44142494
CFKXLZMHZOCZAV-UYECAPCLSA-N,CC(C)(C)OC(=O)C[C@@H]1C/C=C\C[C@H](CC(=O)N[C@@H](CO)Cc2ccccc2)C(=O)N[C@H](C(C)(C)C)COC1=O,44201634
WJDPJPVBZDKEQV-OVCLIPMQSA-N,Cc1ccsc1/C=N/N=C1\C(=O)Nc2ccccc21,135401481
AVKCHYMKYJVLNX-UHFFFAOYSA-N,COC(=O)c1ccccc1NC(=O)CSc1nc(O)cc(=O)n1C1CCCC1,135415420
BVFYQEXFUILUIC-CSKARUKUSA-N,COc1ccc(/C=C/c2nc(-c3ccccc3O)n[nH]2)cc1OC,135425051
GHYZZNGAQPUIDR-GDNBJRDFSA-N,Cc1ccc(N=C2NC(=O)/C(=C/c3cccn3C)S2)cc1C,135444301
WQAMFFJSEXOHTM-RQZCQDPDSA-N,Cc1ccc2nc(Nc3ccccc3)c(/C=N/O)c(=O)n2c1,135449161
NVWKNYCCCLJTGO-RGVLZGJSSA-N,COc1cccc(/C=N/Nc2cc(C)nc(-c3ccccc3O)n2)c1O,135455061
QWNWJNVLIJCFEO-CSKARUKUSA-N,COc1ccc(/C=C/c2nc(N)nc(-c3ccccc3O)n2)cc1OC,135497930
OLHPHMNXKNGHBB-XNTDXEJSSA-N,CN(/N=C/c1cc([N+](=O)[O-])ccc1O)c1ccccc1,135498016
BCDSMPIHIRYKQV-LSHDLFTRSA-N,COc1ccc2c(Cl)c(C(=O)N/N=C/c3c(C)[nH]c4ccccc34)sc2c1,135517197
ZOHSDJUPFBCELP-GZTJUZNOSA-N,CCN(CC)c1ccc(/C=N/NC(=O)c2ccco2)c(O)c1,135641019
