inchikey,smiles,bound,relation,implied_label
KNVUQBOOJFHZIJ-IQZSKYRKSA-N,CCCC/C=C\C/C=C\CCCCCCCC(=O)Oc1cccc2[nH]cc(C[C@H]3CCCN3C)c12,6.301029995663981,<,1
OONNUYHWSJZVPT-JCYLZPHTSA-N,CCCCC/C=C\C/C=C\CCCCCCCC(=O)Oc1cccc2[nH]cc(C[C@H]3CCCN3C)c12,6.301029995663981,<,1
IQHDYFXFXLPCDL-UHFFFAOYSA-N,Cc1ccc(CN(Cc2ccc(OCC(C)C)cc2)C(=O)NC2CCN(C)CC2)s1,8.0,<,1
SMZDJXGBHJIWFW-UHFFFAOYSA-N,CC(C)COc1ccc(CN(Cc2cccn2C)C(=O)NC2CCN(C)CC2)cc1,8.0,<,1
QZTIIZXIUKVNID-UHFFFAOYSA-N,CC(C)COc1ccc(CN(Cc2ccc(F)cn2)C(=O)NC2CCN(C)CC2)cc1,8.0,<,1
VRIYTXLRMLQRPW-UHFFFAOYSA-N,CC(C)COc1ccc(CN(Cc2ccc(F)cn2)C(=O)NC2CCNCC2)cc1,8.0,<,1
ZZERAVLLOQZOQS-UHFFFAOYSA-N,Cc1cccnc1CN(Cc1ccc(OCC(C)C)cc1)C(=O)NC1CCN(C)CC1,8.0,<,1
DMCDECGZKJMZIQ-UHFFFAOYSA-N,CC(C)COc1ccc(CN(Cc2ccco2)C(=O)NC2CCN(C)CC2)cc1,8.0,<,1
ZKIJTXGEPVUUTO-UHFFFAOYSA-N,CC(C)COc1ccc(CN(Cc2cccs2)C(=O)NC2CCN(C)CC2)cc1,8.0,<,1
MMLJJTAOTCMTOE-UHFFFAOYSA-N,CC(C)COc1ccc(CN(Cc2cocn2)C(=O)NC2CCN(C)CC2)cc1,8.0,<,1
RIRLEHJBSFEXGU-UHFFFAOYSA-N,CC(C)COc1ccc(CN(Cc2ccn(C)c2)C(=O)NC2CCN(C)CC2)cc1,8.0,<,1
XFOGLXHWWJTZDS-UHFFFAOYSA-N,COc1ccc(CN(Cc2ccc(F)cn2)C(=O)NC2CCN(C)CC2)cc1,8.0,<,1
RPHSSLRAZGOTTB-YADHBBJMSA-N,CC(C)COc1ccc(CN(Cc2ccn(C)n2)C(=O)N[C@H]2CCN(C)C[C@H]2F)cc1,8.0,<,1
AEOKQXQQRWYUBZ-PKTZIBPZSA-N,CC(C)COc1ccc(CN(Cc2ccc(F)cn2)C(=O)N[C@H]2CCN(C)C[C@H]2F)cc1,8.0,<,1
AAUGLEFEEMWIPY-UHFFFAOYSA-N,CC(C)COc1ccc(CN(Cc2ccn(C)n2)C(=O)NC2CC3CC2CN3C)cc1,8.0,<,1
NAHBWMWXDFIUGC-UHFFFAOYSA-N,CC(C)COc1ccc(CN(Cc2ccn(C)n2)C(=O)NC2CCN(C)C3(CCC3)C2)cc1,8.0,<,1
BAFHDWUIARHALK-UHFFFAOYSA-N,CCN1CCC(NC(=O)N(Cc2ccc(OCC(C)C)cc2)Cc2ccn(C)n2)CC1,8.0,<,1
DKLNDERBRUVJDQ-JOZNFPNDSA-N,CC(C)COc1ccc(CN(Cc2ccn(C)n2)C(=O)N[C@@H]2C[C@H]3CCC[C@@H](C2)N3C)cc1,8.0,<,1
